"","nom_eni","nom_eni_fusion_trait","NOM_VALIDE","CD_NOM","CD_REF","GROUP2_INPN","ORDRE","FAMILLE","SOUS_FAMILLE","TRIBU","nom_eni_syn","key","nom_eni_fusion_trait_code"
"250","Eruca sativa","Eruca sativa","Eruca vesicaria (L.) Cav., 1802",97036,97041,"Angiospermes","Brassicales","Brassicaceae",NA,NA,"Eruca vesicaria","ERUCSATIVA","ERUCSATIVA"
"251","Eryngium campestre","Eryngium campestre","Eryngium campestre L., 1753",97141,97141,"Angiospermes","Apiales","Apiaceae","Saniculoideae",NA,"Eryngium campestre","ERYNCAMPEST","ERYNCAMPEST"
"252","Erysimum cheiranthoides","Erysimum cheiranthoides","Erysimum cheiranthoides L., 1753",97183,97183,"Angiospermes","Brassicales","Brassicaceae",NA,NA,"Erysimum cheiranthoides","ERYSCHEIRAN","ERYSCHEIRAN"
"253","Eschscholzia californica","Eschscholzia californica","Eschscholzia californica Cham., 1820",97346,97346,"Angiospermes","Ranunculales","Papaveraceae",NA,NA,"Eschscholzia californica","ESCHCALIFOR","ESCHCALIFOR"
"254","Euonymus europaeus","Euonymus europaeus","Euonymus europaeus L., 1753",609982,609982,"Angiospermes","Celastrales","Celastraceae","Celastroideae",NA,"Euonymus europaeus","EUONEUROPAE","EUONEUROPAE"
"255","Euphorbia helioscopia","Euphorbia helioscopia","Euphorbia helioscopia L., 1753",97537,97537,"Angiospermes","Malpighiales","Euphorbiaceae","Euphorbioideae","Euphorbieae","Euphorbia helioscopia","EUPHHELIOSC","EUPHHELIOSC"
"256","Euphorbia flavicoma","Euphorbia flavicoma","Euphorbia flavicoma DC., 1813",97516,97516,"Angiospermes","Malpighiales","Euphorbiaceae","Euphorbioideae","Euphorbieae","Euphorbia flavicoma","EUPHFLAVICO","EUPHFLAVICO"
"257","Euphorbia amygdaloides","Euphorbia amygdaloides","Euphorbia amygdaloides L., 1753",97452,97452,"Angiospermes","Malpighiales","Euphorbiaceae","Euphorbioideae","Euphorbieae","Euphorbia amygdaloides","EUPHAMYGDAL","EUPHAMYGDAL"
"258","Euphorbia characias","Euphorbia characias","Euphorbia characias L., 1753",97478,97478,"Angiospermes","Malpighiales","Euphorbiaceae","Euphorbioideae","Euphorbieae","Euphorbia characias","EUPHCHARACI","EUPHCHARACI"
"259","Euphorbia cyparissias","Euphorbia cyparissias","Euphorbia cyparissias L., 1753",97490,97490,"Angiospermes","Malpighiales","Euphorbiaceae","Euphorbioideae","Euphorbieae","Euphorbia cyparissias","EUPHCYPARIS","EUPHCYPARIS"
"260","Euphorbia exigua","Euphorbia exigua","Euphorbia exigua L., 1753",97511,97511,"Angiospermes","Malpighiales","Euphorbiaceae","Euphorbioideae","Euphorbieae","Euphorbia exigua","EUPHEXIGUA","EUPHEXIGUA"
"261","Euphorbia falcata","Euphorbia falcata","Euphorbia falcata L., 1753 [nom. et typ. cons.]",97513,97513,"Angiospermes","Malpighiales","Euphorbiaceae","Euphorbioideae","Euphorbieae","Euphorbia falcata","EUPHFALCATA","EUPHFALCATA"
"262","Euphorbia peplus","Euphorbia peplus","Euphorbia peplus L., 1753",97609,97609,"Angiospermes","Malpighiales","Euphorbiaceae","Euphorbioideae","Euphorbieae","Euphorbia peplus","EUPHPEPLUS","EUPHPEPLUS"
"263","Euphorbia segetalis","Euphorbia segetalis","Euphorbia segetalis L., 1753",97659,97659,"Angiospermes","Malpighiales","Euphorbiaceae","Euphorbioideae","Euphorbieae","Euphorbia segetalis","EUPHSEGETAL","EUPHSEGETAL"
"264","Euphorbia serrata","Euphorbia serrata","Euphorbia serrata L., 1753",97667,97667,"Angiospermes","Malpighiales","Euphorbiaceae","Euphorbioideae","Euphorbieae","Euphorbia serrata","EUPHSERRATA","EUPHSERRATA"
"265","Euphorbia stricta","Euphorbia stricta","Euphorbia stricta L., 1759",97676,97676,"Angiospermes","Malpighiales","Euphorbiaceae","Euphorbioideae","Euphorbieae","Euphorbia stricta","EUPHSTRICTA","EUPHSTRICTA"
"266","Fagopyrum esculentum","Fagopyrum esculentum","Fagopyrum esculentum Moench, 1794",97935,97935,"Angiospermes","Caryophyllales","Polygonaceae","Polygonoideae","Fagopyreae","Fagopyrum esculentum","FAGOESCULEN","FAGOESCULEN"
"267","Falcaria vulgaris","Falcaria vulgaris","Falcaria vulgaris Bernh., 1800",97956,97956,"Angiospermes","Apiales","Apiaceae","Apioideae","Careae","Falcaria vulgaris","FALCVULGARI","FALCVULGARI"
"268","Fallopia baldschuanica","Fallopia baldschuanica","Fallopia baldschuanica (Regel) Holub, 1971",97961,97961,"Angiospermes","Caryophyllales","Polygonaceae","Polygonoideae","Polygoneae","Fallopia baldschuanica","FALLBALDSCH","FALLBALDSCH"
"269","Fallopia convolvulus","Fallopia convolvulus","Fallopia convolvulus (L.) Á.Löve, 1970",97962,97962,"Angiospermes","Caryophyllales","Polygonaceae","Polygonoideae","Polygoneae","Fallopia convolvulus","FALLCONVOLV","FALLCONVOLV"
"270","Schedonorus arundinaceus","Schedonorus arundinaceus","Schedonorus arundinaceus (Schreb.) Dumort., 1824 [nom. cons.]",717533,717533,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Schedonorus arundinaceus","SCHEARUNDIN","SCHEARUNDIN"
"271","Schedonorus arundinaceus gpe","Schedonorus arundinaceus","Schedonorus arundinaceus (Schreb.) Dumort., 1824 [nom. cons.]",717533,717533,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Schedonorus arundinaceus","SCHEARUNDIN","SCHEARUNDIN"
"272","Festuca ovina gpe","Festuca ovina","Festuca ovina L., 1753",98425,98425,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Festuca ovina","FESTOVINA","FESTOVINA"
"273","Festuca rubra","Festuca rubra","Festuca rubra L., 1753",98512,98512,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Festuca rubra","FESTRUBRA","FESTRUBRA"
"274","Logfia gallica","Logfia gallica","Logfia gallica (L.) Coss. & Germ., 1843",106449,106449,"Angiospermes","Asterales","Asteraceae","Asteroideae","Gnaphalieae","Logfia gallica","LOGFGALLICA","LOGFGALLICA"
"275","Filago pyramidata","Filago pyramidata","Filago pyramidata L., 1753",98699,98699,"Angiospermes","Asterales","Asteraceae","Asteroideae","Gnaphalieae","Filago pyramidata","FILAPYRAMID","FILAPYRAMID"
"276","Filago germanica","Filago germanica","Filago germanica L., 1763",98681,98681,"Angiospermes","Asterales","Asteraceae","Asteroideae","Gnaphalieae","Filago germanica","FILAGERMANI","FILAGERMANI"
"277","Filago germanica","Filago germanica","Filago lutescens Jord., 1846",98679,98687,"Angiospermes","Asterales","Asteraceae","Asteroideae","Gnaphalieae","Filago lutescens","FILAGERMANI","FILAGERMANI"
"278","Filago germanica","Filago germanica","Filago pyramidata L., 1753",98682,98699,"Angiospermes","Asterales","Asteraceae","Asteroideae","Gnaphalieae","Filago pyramidata","FILAGERMANI","FILAGERMANI"
"279","Filago germanica","Filago germanica","Filago pyramidata L., 1753",98680,98699,"Angiospermes","Asterales","Asteraceae","Asteroideae","Gnaphalieae","Filago pyramidata","FILAGERMANI","FILAGERMANI"
"280","Filipendula ulmaria","Filipendula ulmaria","Filipendula ulmaria (L.) Maxim., 1879",98717,98717,"Angiospermes","Rosales","Rosaceae","Rosoideae","Ulmarieae","Filipendula ulmaria","FILIULMARIA","FILIULMARIA"
"281","Filipendula vulgaris","Filipendula vulgaris","Filipendula vulgaris Moench, 1794",98718,98718,"Angiospermes","Rosales","Rosaceae","Rosoideae","Ulmarieae","Filipendula vulgaris","FILIVULGARI","FILIVULGARI"
"282","Foeniculum vulgare","Foeniculum vulgare","Foeniculum vulgare Mill., 1768",98756,98756,"Angiospermes","Apiales","Apiaceae","Apioideae","Apieae","Foeniculum vulgare","FOENVULGARE","FOENVULGARE"
"283","Fragaria vesca","Fragaria vesca","Fragaria vesca L., 1753",98865,98865,"Angiospermes","Rosales","Rosaceae","Rosoideae","Potentilleae","Fragaria vesca","FRAGVESCA","FRAGVESCA"
"284","Fraxinus excelsior","Fraxinus excelsior","Fraxinus excelsior L., 1753",98921,98921,"Angiospermes","Lamiales","Oleaceae",NA,"Oleeae","Fraxinus excelsior","FRAXEXCELSI","FRAXEXCELSI"
"285","Fraxinus angustifolia","Fraxinus angustifolia","Fraxinus angustifolia Vahl, 1804 [nom. cons.]",98910,98910,"Angiospermes","Lamiales","Oleaceae",NA,"Oleeae","Fraxinus angustifolia","FRAXANGUSTI","FRAXANGUSTI"
"286","Fraxinus ornus","Fraxinus ornus","Fraxinus ornus L., 1753",98933,98933,"Angiospermes","Lamiales","Oleaceae",NA,"Oleeae","Fraxinus ornus","FRAXORNUS","FRAXORNUS"
"287","Fumaria bastardii","Fumaria bastardii","Fumaria bastardii Boreau, 1847",99051,99051,"Angiospermes","Ranunculales","Papaveraceae",NA,NA,"Fumaria bastardii","FUMABASTARD","FUMABASTARD"
"288","Fumaria capreolata","Fumaria capreolata","Fumaria bastardii Boreau, 1847",99061,99051,"Angiospermes","Ranunculales","Papaveraceae",NA,NA,"Fumaria bastardii","FUMACAPREOL","FUMACAPREOL"
"289","Fumaria capreolata","Fumaria capreolata","Fumaria capreolata L., 1753",99062,99062,"Angiospermes","Ranunculales","Papaveraceae",NA,NA,"Fumaria capreolata","FUMACAPREOL","FUMACAPREOL"
"290","Fumaria gaillardotii","Fumaria gaillardotii","Fumaria gaillardotii Boiss., 1867",159678,159678,"Angiospermes","Ranunculales","Papaveraceae",NA,NA,"Fumaria gaillardotii","FUMAGAILLAR","FUMAGAILLAR"
"291","Fumaria muralis","Fumaria muralis","Fumaria muralis Sond. ex W.D.J.Koch, 1845",99106,99106,"Angiospermes","Ranunculales","Papaveraceae",NA,NA,"Fumaria muralis","FUMAMURALIS","FUMAMURALIS"
"292","Fumaria officinalis","Fumaria officinalis","Fumaria officinalis L., 1753",99108,99108,"Angiospermes","Ranunculales","Papaveraceae",NA,NA,"Fumaria officinalis","FUMAOFFICIN","FUMAOFFICIN"
"293","Galactites tomentosus","Galactites tomentosus","Galactites tomentosus Moench, 1794 [nom. cons.]",99224,99224,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Galactites tomentosus","GALATOMENTO","GALATOMENTO"
"294","Galega officinalis","Galega officinalis","Galega officinalis L., 1753",99260,99260,"Angiospermes","Fabales","Fabaceae","Papilionoideae",NA,"Galega officinalis","GALEOFFICIN","GALEOFFICIN"
"295","Galeopsis tetrahit","Galeopsis tetrahit","Galeopsis tetrahit L., 1753",99334,99334,"Angiospermes","Lamiales","Lamiaceae","Lamioideae","Stachydeae","Galeopsis tetrahit","GALETETRAHI","GALETETRAHI"
"296","Galinsoga quadriradiata","Galinsoga quadriradiata","Galinsoga quadriradiata Ruiz & Pav., 1798",99359,99359,"Angiospermes","Asterales","Asteraceae","Asteroideae","Millerieae","Galinsoga quadriradiata","GALIQUADRIR","GALIQUADRIR"
"297","Galinsoga parviflora","Galinsoga parviflora","Galinsoga parviflora Cav., 1795",99358,99358,"Angiospermes","Asterales","Asteraceae","Asteroideae","Millerieae","Galinsoga parviflora","GALIPARVIFL","GALIPARVIFL"
"298","Galium mollugo gpe","Galium mollugo","Galium mollugo L., 1753",99473,99473,"Angiospermes","Gentianales","Rubiaceae","Rubioideae","Rubieae","Galium mollugo","GALIMOLLUGO","GALIMOLLUGO"
"299","Galium aparine subsp. aparine","Galium aparine","Galium aparine L., 1753",99373,99373,"Angiospermes","Gentianales","Rubiaceae","Rubioideae","Rubieae","Galium aparine","GALIAPARINE","GALIAPARINE"
"300","Galium murale","Galium murale","Galium murale (L.) All., 1785",99479,99479,"Angiospermes","Gentianales","Rubiaceae","Rubioideae","Rubieae","Galium murale","GALIMURALE","GALIMURALE"
"301","Galium palustre","Galium palustre","Galium palustre L., 1753",99494,99494,"Angiospermes","Gentianales","Rubiaceae","Rubioideae","Rubieae","Galium palustre","GALIPALUSTR","GALIPALUSTR"
"302","Galium elongatum","Galium elongatum","Galium elongatum C.Presl, 1822",99418,99418,"Angiospermes","Gentianales","Rubiaceae","Rubioideae","Rubieae","Galium elongatum","GALIELONGAT","GALIELONGAT"
"303","Galium verum","Galium verum","Galium verum L., 1753",99582,99582,"Angiospermes","Gentianales","Rubiaceae","Rubioideae","Rubieae","Galium verum","GALIVERUM","GALIVERUM"
"304","Gastridium ventricosum","Gastridium ventricosum","Gastridium ventricosum (Gouan) Schinz & Thell., 1913",99668,99668,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Gastridium ventricosum","GASTVENTRIC","GASTVENTRIC"
"305","Gaudinia fragilis","Gaudinia fragilis","Gaudinia fragilis (L.) P.Beauv., 1812",99683,99683,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Gaudinia fragilis","GAUDFRAGILI","GAUDFRAGILI"
"306","Geranium rotundifolium","Geranium rotundifolium","Geranium rotundifolium L., 1753",100144,100144,"Angiospermes","Geraniales","Geraniaceae",NA,NA,"Geranium rotundifolium","GERAROTUNDI","GERAROTUNDI"
"307","Geranium dissectum","Geranium dissectum","Geranium dissectum L., 1755",100052,100052,"Angiospermes","Geraniales","Geraniaceae",NA,NA,"Geranium dissectum","GERADISSECT","GERADISSECT"
"308","Geranium molle","Geranium molle","Geranium molle L., 1753",100104,100104,"Angiospermes","Geraniales","Geraniaceae",NA,NA,"Geranium molle","GERAMOLLE","GERAMOLLE"
"309","Geranium columbinum","Geranium columbinum","Geranium columbinum L., 1753",100045,100045,"Angiospermes","Geraniales","Geraniaceae",NA,NA,"Geranium columbinum","GERACOLUMBI","GERACOLUMBI"
"310","Geranium pusillum","Geranium pusillum","Geranium molle L., 1753",100134,100104,"Angiospermes","Geraniales","Geraniaceae",NA,NA,"Geranium molle","GERAPUSILLU","GERAPUSILLU"
"311","Geranium pusillum","Geranium pusillum","Geranium pusillum L., 1759",100133,100133,"Angiospermes","Geraniales","Geraniaceae",NA,NA,"Geranium pusillum","GERAPUSILLU","GERAPUSILLU"
"312","Geranium pusillum","Geranium pusillum","Geranium pusillum L., 1759",100135,100133,"Angiospermes","Geraniales","Geraniaceae",NA,NA,"Geranium pusillum","GERAPUSILLU","GERAPUSILLU"
"313","Geranium pyrenaicum","Geranium pyrenaicum","Geranium pyrenaicum Burm.f., 1759 [nom. et typ. cons.]",100136,100136,"Angiospermes","Geraniales","Geraniaceae",NA,NA,"Geranium pyrenaicum","GERAPYRENAI","GERAPYRENAI"
"314","Geranium robertianum","Geranium robertianum","Geranium robertianum L., 1753",100142,100142,"Angiospermes","Geraniales","Geraniaceae",NA,NA,"Geranium robertianum","GERAROBERTI","GERAROBERTI"
"315","Geum urbanum","Geum urbanum","Geum urbanum L., 1753",100225,100225,"Angiospermes","Rosales","Rosaceae","Rosoideae","Colurieae","Geum urbanum","GEUMURBANUM","GEUMURBANUM"
"316","Gladiolus italicus","Gladiolus italicus","Gladiolus italicus Mill., 1768",100275,100275,"Angiospermes","Asparagales","Iridaceae","Crocoideae","Gladioleae","Gladiolus italicus","GLADITALICU","GLADITALICU"
"317","Glebionis segetum","Glebionis segetum","Glebionis segetum (L.) Fourr., 1869",100304,100304,"Angiospermes","Asterales","Asteraceae","Asteroideae","Anthemideae","Glebionis segetum","GLEBSEGETUM","GLEBSEGETUM"
"318","Glechoma hederacea","Glechoma hederacea","Glechoma hederacea L., 1753",100310,100310,"Angiospermes","Lamiales","Lamiaceae","Nepetoideae","Mentheae","Glechoma hederacea","GLECHEDERAC","GLECHEDERAC"
"319","Globularia bisnagarica","Globularia bisnagarica","Globularia bisnagarica L., 1753",100338,100338,"Angiospermes","Lamiales","Plantaginaceae",NA,"Globularieae","Globularia bisnagarica","GLOBBISNAGA","GLOBBISNAGA"
"320","Gnaphalium antillanum","Gnaphalium antillanum","Gamochaeta antillana (Urb.) Anderb., 1991",619556,619555,"Angiospermes","Asterales","Asteraceae","Asteroideae","Gnaphalieae","Gamochaeta antillana","GNAPANTILLA","GNAPANTILLA"
"321","Gnaphalium uliginosum","Gnaphalium uliginosum","Gnaphalium uliginosum L., 1753",100519,100519,"Angiospermes","Asterales","Asteraceae","Asteroideae","Gnaphalieae","Gnaphalium uliginosum","GNAPULIGINO","GNAPULIGINO"
"322","Hainardia cylindrica","Hainardia cylindrica","Hainardia cylindrica (Willd.) Greuter, 1967",100710,100710,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Hainardia cylindrica","HAINCYLINDR","HAINCYLINDR"
"323","Hedera helix","Hedera helix","Hedera helix L., 1753",100787,100787,"Angiospermes","Apiales","Araliaceae","Aralioideae",NA,"Hedera helix","HEDEHELIX","HEDEHELIX"
"324","Hedypnois rhagadioloides","Hedypnois rhagadioloides","Hedypnois rhagadioloides (L.) F.W.Schmidt, 1795",100813,100813,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Hedypnois rhagadioloides","HEDYRHAGADI","HEDYRHAGADI"
"325","Helianthus annuus","Helianthus annuus","Helianthus annuus L., 1753",101027,101027,"Angiospermes","Asterales","Asteraceae","Asteroideae","Heliantheae","Helianthus annuus","HELIANNUUS","HELIANNUUS"
"326","Heliotropium europaeum","Heliotropium europaeum","Heliotropium europaeum L., 1753",101144,101144,"Angiospermes","Boraginales","Heliotropiaceae",NA,NA,"Heliotropium europaeum","HELIEUROPAE","HELIEUROPAE"
"327","Helminthotheca echioides","Helminthotheca echioides","Helminthotheca echioides (L.) Holub, 1973",101210,101210,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Helminthotheca echioides","HELMECHIOID","HELMECHIOID"
"328","Helosciadium nodiflorum","Helosciadium nodiflorum","Helosciadium nodiflorum (L.) W.D.J.Koch, 1824",101221,101221,"Angiospermes","Apiales","Apiaceae","Apioideae","Oenantheae","Helosciadium nodiflorum","HELONODIFLO","HELONODIFLO"
"329","Heracleum sphondylium","Heracleum sphondylium","Heracleum sphondylium L., 1753",101300,101300,"Angiospermes","Apiales","Apiaceae","Apioideae","Tordylieae","Heracleum sphondylium","HERASPHONDY","HERASPHONDY"
"330","Pilosella aurantiaca","Pilosella aurantiaca","Pilosella aurantiaca (L.) F.W.Schultz & Sch.Bip., 1862",113508,113508,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Pilosella aurantiaca","PILOAURANTI","PILOAURANTI"
"331","Pilosella officinarum","Pilosella officinarum","Pilosella officinarum F.W.Schultz & Sch.Bip., 1862",113525,113525,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Pilosella officinarum","PILOOFFICIN","PILOOFFICIN"
"332","Pilosella officinarum","Pilosella officinarum","Pilosella officinarum F.W.Schultz & Sch.Bip., 1862",789136,113525,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Pilosella officinarum","PILOOFFICIN","PILOOFFICIN"
"333","Himantoglossum hircinum","Himantoglossum hircinum","Himantoglossum hircinum (L.) Spreng., 1826",102797,102797,"Angiospermes","Asparagales","Orchidaceae","Orchidoideae","Orchideae","Himantoglossum hircinum","HIMAHIRCINU","HIMAHIRCINU"
"334","Hirschfeldia incana","Hirschfeldia incana","Hirschfeldia incana (L.) Lagr.-Foss., 1847",102876,102876,"Angiospermes","Brassicales","Brassicaceae",NA,NA,"Hirschfeldia incana","HIRSINCANA","HIRSINCANA"
"335","Holcus lanatus","Holcus lanatus","Holcus lanatus L., 1753",102900,102900,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Holcus lanatus","HOLCLANATUS","HOLCLANATUS"
"336","Holcus mollis","Holcus mollis","Holcus mollis L., 1759",102901,102901,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Holcus mollis","HOLCMOLLIS","HOLCMOLLIS"
"337","Hordeum murinum","Hordeum murinum","Hordeum murinum L., 1753",102974,102974,"Angiospermes","Poales","Poaceae","Pooideae","Triticeae","Hordeum murinum","HORDMURINUM","HORDMURINUM"
"338","Hordeum vulgare","Hordeum vulgare","Hordeum vulgare L., 1753",102999,102999,"Angiospermes","Poales","Poaceae","Pooideae","Triticeae","Hordeum vulgare","HORDVULGARE","HORDVULGARE"
"339","Hylotelephium telephium","Hylotelephium telephium","Hylotelephium telephium (L.) H.Ohba, 1977",103162,103162,"Angiospermes","Saxifragales","Crassulaceae","Sempervivoideae","Telephieae","Hylotelephium telephium","HYLOTELEPHI","HYLOTELEPHI"
"340","Hymenocarpos circinnatus","Hymenocarpos circinnatus","Anthyllis circinnata (L.) D.D.Sokoloff, 2003",103166,717086,"Angiospermes","Fabales","Fabaceae","Papilionoideae","Loteae","Anthyllis circinnata","HYMECIRCINN","HYMECIRCINN"
"341","Hyoseris radiata","Hyoseris radiata","Hyoseris radiata L., 1753",103205,103205,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Hyoseris radiata","HYOSRADIATA","HYOSRADIATA"
"342","Hypericum perforatum","Hypericum perforatum","Hypericum perforatum L., 1753",103316,103316,"Angiospermes","Malpighiales","Hypericaceae",NA,NA,"Hypericum perforatum","HYPEPERFORA","HYPEPERFORA"
"343","Hypericum australe","Hypericum australe","Hypericum australe Ten., 1826",103246,103246,"Angiospermes","Malpighiales","Hypericaceae",NA,NA,"Hypericum australe","HYPEAUSTRAL","HYPEAUSTRAL"
"344","Hypericum hirsutum","Hypericum hirsutum","Hypericum hirsutum L., 1753",103287,103287,"Angiospermes","Malpighiales","Hypericaceae",NA,NA,"Hypericum hirsutum","HYPEHIRSUTU","HYPEHIRSUTU"
"345","Hypericum humifusum","Hypericum humifusum","Hypericum humifusum L., 1753",103288,103288,"Angiospermes","Malpighiales","Hypericaceae",NA,NA,"Hypericum humifusum","HYPEHUMIFUS","HYPEHUMIFUS"
"346","Hypericum tetrapterum","Hypericum tetrapterum","Hypericum tetrapterum Fr., 1823",103329,103329,"Angiospermes","Malpighiales","Hypericaceae",NA,NA,"Hypericum tetrapterum","HYPETETRAPT","HYPETETRAPT"
"347","Hypochaeris glabra","Hypochaeris glabra","Hypochaeris glabra L., 1753",103364,103364,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Hypochaeris glabra","HYPOGLABRA","HYPOGLABRA"
"348","Hypochaeris radicata","Hypochaeris radicata","Hypochaeris radicata L., 1753",103375,103375,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Hypochaeris radicata","HYPORADICAT","HYPORADICAT"
"349","Impatiens glandulifera","Impatiens glandulifera","Impatiens glandulifera Royle, 1833",103547,103547,"Angiospermes","Ericales","Balsaminaceae",NA,NA,"Impatiens glandulifera","IMPAGLANDUL","IMPAGLANDUL"
"350","Inula conyza","Inula conyza","Inula conyzae (Greiss.) DC., 1836",103608,945856,"Angiospermes","Asterales","Asteraceae","Asteroideae","Inuleae","Inula conyzae","INULCONYZA","INULCONYZA"
"351","Iris pseudacorus","Iris pseudacorus","Iris pseudacorus L., 1753",103772,103772,"Angiospermes","Asparagales","Iridaceae","Iridoideae","Irideae","Iris pseudacorus","IRISPSEUDAC","IRISPSEUDAC"
"352","Jacobaea erucifolia","Jacobaea erucifolia","Jacobaea erucifolia (L.) G.Gaertn., B.Mey. & Scherb., 1801",103991,103991,"Angiospermes","Asterales","Asteraceae","Asteroideae","Senecioneae","Jacobaea erucifolia","JACOERUCIFO","JACOERUCIFO"
"353","Jacobaea vulgaris","Jacobaea vulgaris","Jacobaea vulgaris Gaertn., 1791",610646,610646,"Angiospermes","Asterales","Asteraceae","Asteroideae","Senecioneae","Jacobaea vulgaris","JACOVULGARI","JACOVULGARI"
"354","Jacobaea vulgaris","Jacobaea vulgaris","Jacobaea vulgaris Gaertn., 1791",104005,610646,"Angiospermes","Asterales","Asteraceae","Asteroideae","Senecioneae","Jacobaea vulgaris","JACOVULGARI","JACOVULGARI"
"355","Jasione montana","Jasione montana","Jasione montana L., 1753",104022,104022,"Angiospermes","Asterales","Campanulaceae","Campanuloideae","Campanuleae","Jasione montana","JASIMONTANA","JASIMONTANA"
"356","Juglans regia","Juglans regia","Juglans regia L., 1753",104076,104076,"Angiospermes","Fagales","Juglandaceae",NA,NA,"Juglans regia","JUGLREGIA","JUGLREGIA"
"357","Juncus bufonius","Juncus bufonius","Juncus bufonius L., 1753",104144,104144,"Angiospermes","Poales","Juncaceae",NA,NA,"Juncus bufonius","JUNCBUFONIU","JUNCBUFONIU"
"358","Juncus effusus","Juncus effusus","Juncus effusus L., 1753",104173,104173,"Angiospermes","Poales","Juncaceae",NA,NA,"Juncus effusus","JUNCEFFUSUS","JUNCEFFUSUS"
"359","Juncus conglomeratus","Juncus conglomeratus","Juncus conglomeratus L., 1753",104160,104160,"Angiospermes","Poales","Juncaceae",NA,NA,"Juncus conglomeratus","JUNCCONGLOM","JUNCCONGLOM"
"360","Kickxia commutata","Kickxia commutata","Kickxia commutata (Bernh. ex Rchb.) Fritsch, 1897",104501,104501,"Angiospermes","Lamiales","Plantaginaceae",NA,"Antirrhineae","Kickxia commutata","KICKCOMMUTA","KICKCOMMUTA"
"361","Kickxia elatine","Kickxia elatine","Kickxia elatine (L.) Dumort., 1827",104502,104502,"Angiospermes","Lamiales","Plantaginaceae",NA,"Antirrhineae","Kickxia elatine","KICKELATINE","KICKELATINE"
"362","Kickxia spuria","Kickxia spuria","Kickxia spuria (L.) Dumort., 1827",104506,104506,"Angiospermes","Lamiales","Plantaginaceae",NA,"Antirrhineae","Kickxia spuria","KICKSPURIA","KICKSPURIA"
"363","Knautia arvensis","Knautia arvensis","Knautia arvensis (L.) Coult., 1828",104516,104516,"Angiospermes","Dipsacales","Caprifoliaceae",NA,NA,"Knautia arvensis","KNAUARVENSI","KNAUARVENSI"
"364","Lactuca muralis","Lactuca muralis","Lactuca muralis (L.) Gaertn., 1791",610995,610995,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Lactuca muralis","LACTMURALIS","LACTMURALIS"
"365","Lactuca muralis","Lactuca muralis","Lactuca muralis (L.) Gaertn., 1791",621749,610995,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Lactuca muralis","LACTMURALIS","LACTMURALIS"
"366","Lactuca muralis","Lactuca muralis","Lactuca muralis (L.) Gaertn., 1791",104761,610995,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Lactuca muralis","LACTMURALIS","LACTMURALIS"
"367","Lactuca perennis","Lactuca perennis","Lactuca perennis L., 1753",104764,104764,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Lactuca perennis","LACTPERENNI","LACTPERENNI"
"368","Lactuca serriola","Lactuca serriola","Lactuca serriola L., 1756",104775,104775,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Lactuca serriola","LACTSERRIOL","LACTSERRIOL"
"369","Lactuca viminea","Lactuca viminea","Lactuca viminea (L.) J.Presl & C.Presl, 1819",104786,104786,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Lactuca viminea","LACTVIMINEA","LACTVIMINEA"
"370","Lactuca virosa","Lactuca virosa","Lactuca virosa L., 1753",104787,104787,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Lactuca virosa","LACTVIROSA","LACTVIROSA"
"371","Lamium purpureum","Lamium purpureum","Lamium purpureum L., 1753",104903,104903,"Angiospermes","Lamiales","Lamiaceae","Lamioideae","Lamieae","Lamium purpureum","LAMIPURPURE","LAMIPURPURE"
"372","Lamium album","Lamium album","Lamium album L., 1753",104854,104854,"Angiospermes","Lamiales","Lamiaceae","Lamioideae","Lamieae","Lamium album","LAMIALBUM","LAMIALBUM"
"373","Lamium amplexicaule","Lamium amplexicaule","Lamium amplexicaule L., 1753",104855,104855,"Angiospermes","Lamiales","Lamiaceae","Lamioideae","Lamieae","Lamium amplexicaule","LAMIAMPLEXI","LAMIAMPLEXI"
