ID_ENI;Codeconcat;Phi;ID_baseflor;weeds_annual_crops;weeds_market_crops;weeds_vineyards;other_status;biol_type_simpl;biol_type_baseflor;SLA_NA;Height_min;Height_max;Height_horiz;Height_mean;Seed_mass_NA;Flow_on;Flow_end;Flow_dur;pollination_mode;dispersal_mode;EIV_L;EIV_T;EIV_K;EIV_F;EIV_R;EIV_N;taxref.name;rang_taxinomique;N°_Taxinomique_BDNFF;N°_Nomenclatural_BDNFF;code_CATMINAT;NOM_SCIENTIFIQUE;CHOROLOGIE2;inflorescence;sexualité;ordre_maturation;pollinisation;fruit;dissémination;couleur_fleur;macule;floraison;type_ligneux;Hauteur_végétative_maximum_[m];TYPE_BIOLOGIQUE;FORMATION_VEGETALE;CARACTERISATION_ECOLOGIQUE_(HABITAT_OPTIMAL);INDICATION_PHYTOSOCIOLOGIQUE_CARACTERISTIQUE;INDICATION_CARACTERISTIQUE_TRANSGRESSIVE;INDICATION_DIFFERENTIELLE_1;INDICATION_DIFFERENTIELLE_2;INDICATION_DIFFERENTIELLE_3;Lumière;Température;Continentalité;Humidité_atmosphérique;Humidité_édaphique;Réaction_du_sol_(pH);Niveau_trophique;Salinité;Texture;Matière_organique;Lichtzahl;Temperaturzahl;Kontinentalität;Feuchtzahl;Reaktionszahl;Nutrients;Salz;ROYAUME_[ou_subroyaume_?];EMBRANCHEMENT_[= division._phylum]_(-ophyta);SUBEMBRANCHEMENT_(-ophytina);CLASSE_(-opsida);SUBCLASSE_(-idae);Clade_intermédiaire;Clade_intermédiaire;Clade_intermédiaire;SUPERORDRE_(-anae);Clade_intermédiaire;ORDRE_(-ales);SUBORDRE_(ineae);FAMILLE;SUBFAMILLE_(-oideae);TRIBU_(-eae);SUBTRIBU_(-inae);SECTION;SUBSECTION;SERIE;PhytobaseID;Nom Phytobase;Genre;CHOROLOGIE;TYPE_BIOLOGIQUE;flowering_onset;flowering_onset_season;flowering_duration;pollination_syndrom;dispersal_syndrom;Ell_N;Ell_L;Ell_F
Epilobium angustifolium;Epiangu;0.018767911;Epilobium angustifolium L.;no;no;no;;hemicryptophyte;Heri;28.39259974;0.6;2.5;NA;NA;0.13;6;9;4;entomogame;anémochore;5;5;5;5;4;7;ambiguous;esp;3885;24043;13/8.;Epilobium angustifolium L.;circumboréal;racème simple;hermaphrodite;protandre;entomogame;capsule;anémochore;rose;0;06-sept;0;0;Heri;hémicryptophytaie;mégaphorbiaies pionnières et ronciers de clairières médio-européennes. mésohydriques à mésohygrophiles;Epilobietea angustifolii;0;0;0;0;5;5;5;5;5;4;7;0;3;4;8;x;5;5;5;8;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;0;Rosanae;Malvids;Myrtales;0;Onagraceae;0;0;0;0;0;0;2105;Epilobium angustifolium;Epilobium;circumboréal;Heri;6;spring;9;entomogame;anémochore;7;5;5
Epilobium ciliatum;Epicili;0.018767911;Epilobium ciliatum Raf.;no;no;no;;hemicryptophyte;Heri(test);30.8725;0.3;1.2;NA;1.035;0.067777778;6;10;5;autogame;anémochore;5;6;5;5;6;7;epilobium ciliatum;esp;3886;24079;13/2.;Epilobium ciliatum Raf.;introduit (Amér. du nord);racème simple;hermaphrodite;homogame;autogame;capsule;anémochore;rose;0;0;0;0;Heri(test);hémicryptophytaie;friches et lisières vivaces médio-européennes. eutrophiles. mésohydriques à mésohygrophiles;Glechomo hederaceae - Urticetea dioicae;0;0;0;0;5;6;5;6;5;6;7;0;4;3;7;6;?;5;7;8;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;0;Rosanae;Malvids;Myrtales;0;Onagraceae;0;0;0;0;0;0;2123;Epilobium adenocaulon;Epilobium;Neophyt;Heri(test);NA;NA;NA;autogame;anémochore;7;5;5
Epilobium hirsutum;Epihirs;0.058249668;Epilobium hirsutum L.;no;no;no;;hemicryptophyte;Heri;28.18086957;0.6;1.5;NA;1.532352941;0.118125;6;9;4;entomogame. autogame;anémochore;7;5;5;7;8;8;epilobium hirsutum;esp;3891;24151;05/2.;Epilobium hirsutum L.;européen;racème simple;hermaphrodite;protandre;entomogame. autogame;capsule;anémochore;rose;0;06-sept;0;0;Heri;hémicryptophytaie;mégaphorbiaies hygrophiles. planitiaires-collinéennes à montagnardes;Filipendulo ulmariae - Convolvuletea sepium;0;0;0;0;7;5;5;8;7;8;8;0;1;8;7;5;5;8=;8;8;1;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;0;Rosanae;Malvids;Myrtales;0;Onagraceae;0;0;0;0;0;0;2109;Epilobium hirsutum;Epilobium;européen;Heri;6;spring;9;mixed;anémochore;8;7;7
Epilobium parviflorum;Epiparv;0.007945215;Epilobium parviflorum Schreb.;no;no;no;;hemicryptophyte;Heri;30.01;0.2;1.5;NA;0.625;0.084285714;6;9;4;entomogame. autogame;anémochore;7;5;5;7;7;6;epilobium parviflorum;esp;3897;24259;12/1.2.1.1.3;Epilobium parviflorum Schreb.;européen;racème simple;hermaphrodite;homogame;entomogame. autogame;capsule;anémochore;rose;0;06-sept;0;0;Heri;hémicryptophytaie;prairies hygrophiles pâturées. mésothermes. basophiles;Mentho aquaticae - Juncion inflexi;0;(Calystegion sepium subsp. sepium);0;0;7;5;5;8;7;7;6;0;3;8;7;5;3;9=;8;6;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;0;Rosanae;Malvids;Myrtales;0;Onagraceae;0;0;0;0;0;0;2108;Epilobium parviflorum;Epilobium;européen;Heri;6;spring;9;mixed;anémochore;6;7;7
Epilobium roseum;Epirose;0.032508503;Epilobium roseum Schreb. ;no;no;no;;hemicryptophyte;heri;48.3;0.2;0.8;NA;NA;0.0769;6;9;4;autogame;anémochore;8;5;5;9;7;7;verif;esp;30454;75462;04/2.;Epilobium roseum Schreb. ;eurasiatique;racème simple;hermaphrodite;homogame;autogame;capsule;anémochore;rose;rose;06-sept;0;0;heri;hémicryptophytaie;hémicryptophytaies des sources laurasiennes;Montio fontanae - Cardaminetea amarae;0;0;0;0;8;5;5;9;9;7;7;0;1;8;7;6;4;9=;8;8;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;0;Rosanae;Malvids;Myrtales;0;Onagraceae;0;0;0;0;0;0;7460;Epilobium roseum (doublon);Epilobium;eurasiatique;heri;verif;verif;verif;verif;verif;verif;verif;verif
Epilobium tetragonum;Epitetr;0.050172557;Epilobium tetragonum L.;no;yes;yes;;hemicryptophyte;Heri;16.35;0.2;1;NA;0.751666667;0.101875;6;9;4;autogame;anémochore;6;5;5;6;7;6;epilobium tetragonum;esp;9924;24336;05/2.0.2.0.1;Epilobium tetragonum L.;eurasiatique;racème simple;hermaphrodite;homogame;autogame;capsule;anémochore;rose;0;06-sept;0;0;Heri;hémicryptophytaie;mégaphorbiaies eutrophisées. planitiaires. médio-européennes plutôt occidentales;Convolvulion sepium;0;0;0;0;6;5;5;7;6;7;6;0;1;8;7;6;4;8;6;5;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;0;Rosanae;Malvids;Myrtales;0;Onagraceae;0;0;0;0;0;0;13094;Epilobium tetragonum;Epilobium;eurasiatique;Heri;6;spring;9;autogame;anémochore;6;6;6
Equisetum arvense;Equarve;0.101290546;Equisetum arvense L.;yes;yes;yes;;geophyte;grhi;13.16037037;0.1;1;NA;0.370434783;NA;3;5;3;hydrogame;anémochore;7;5;5;4;5;6;equisetum arvense;esp;7397;24488;13/26.0.1.0.1;Equisetum arvense L.;circumboréal;0;monoïque;0;hydrogame;0;anémochore;0;0;03-mai;0;0;grhi;hémicryptophytaie;friches vivaces rudérales pionnières. mésohydriques à mésohygrohiles. médio-européennes;Convolvulo arvensis - Elytrigion intermediae;0;0;0;0;7;5;5;4;4;5;6;0;3;3;6;x;x;x~;x;3;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Equisetidae;0;0;0;0;0;Equisetales;0;Equisetaceae;0;0;0;0;0;0;71;Equisetum arvense;Equisetum;circumboréal;grhi;3;winter;5;hydrogame;anémochore;6;7;4
Equisetum ramosissimum;Equramo;0.020660625;Equisetum ramosissimum Desf.;no;no;yes;;geophyte;grhi;NA;0.2;1.2;NA;0.94;NA;5;8;4;hydrogame;anémochore;7;7;4;7;7;4;equisetum ramosissimum;esp;7402;24561;12/1.2.3.0.1;Equisetum ramosissimum Desf.;cosmopolite;0;monoïque;0;hydrogame;0;anémochore;0;0;05-ao˚t;0;0;grhi;hémicryptophytaie;prairies hygrophiles. thermophiles. mésoméditerranéennes;Agrostio stoloniferae var. stoloniferae - Scirpoidion holoschoeni;0;(Molinio caeruleae subsp. arundinaceae - Scirpoidion holoschoeni subsp. australis);0;0;7;7;4;7;7;7;4;0;3;8;8;7;7;4~;8;1;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Equisetidae;0;0;0;0;0;Equisetales;0;Equisetaceae;0;0;0;0;0;0;75;Equisetum ramosissimum;Equisetum;cosmopolite;grhi;5;spring;8;hydrogame;anémochore;4;7;7
Equisetum telmateia;Equtelm;0.042699532;Equisetum telmateia Ehrh.;yes;yes;yes;;geophyte;Grhi;16.33;0.15;2;NA;1.68;NA;3;5;3;hydrogame;anémochore;6;4;5;7;8;6;equisetum telmateia;esp;7404;24584;05/2.0.1.0.2;Equisetum telmateia Ehrh.;eurasiatique méridional;0;monoïque;0;hydrogame;0;anémochore;0;0;03-mai;0;0;Grhi;hémicryptophytaie;mégaphorbiaies planitiaires-collinéennes. mésotrophiles. neutrophiles;Stachyo palustris - Cirsion oleracei;0;0;0;0;6;4;5;8;7;8;6;0;2;8;5;6;2;8;8;5;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Equisetidae;0;0;0;0;0;Equisetales;0;Equisetaceae;0;0;0;0;0;0;69;Equisetum telmateia;Equisetum;eurasiatique;Grhi;3;winter;5;hydrogame;anémochore;6;6;7
Erigeron annuus;Eriannu;0.013376886;Erigeron annuus (L.) Desf.;no;no;no;;hemicryptophyte;hbis;23.10513092;0.6;1.5;NA;NA;0.03;7;8;2;entomogame. autogame;anémochore;8;5;5;6;7;7;ambiguous;esp;9945;24864;05/2.0.2.0.1;Erigeron annuus (L.) Desf.;introduit (Amér. du nord);racème de capitules;hermaphrodite;0;entomogame. autogame;akène;anémochore;blanc. jaune;0;07-ao˚t;0;0;hbis;hémicryptophytaie;mégaphorbiaies eutrophisées. planitiaires. médio-européennes plutôt occidentales;Convolvulion sepium;0;0;0;0;8;5;5;7;6;7;7;0;1;8;7;6;x;6;x;8;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;13098;Erigeron annuus;Erigeron;Neophyt;hbis;7;summer;8;mixed;anémochore;7;8;6
Erigeron bonariensis;Eribona;0.018767911;Erigeron bonariensis L.;no;yes;yes;;therophyte;test;20.08;0.1;1;NA;0.644285714;0.13875;7;9;3;entomogame;anémochore;7;8;4;4;6;7;erigeron bonariensis;esp;699;24874;13/4.0.1;Erigeron bonariensis L.;introduit (Amér. tropicale);racème de capitules;hermaphrodite;0;entomogame;akène;anémochore;blanc. jaune;0;07-sept;0;0;test;thérophytaie;friches annuelles médio-européennes. subnitrophiles à nitrophiles;Sisymbrietalia officinalis;0;0;0;0;7;8;4;5;4;6;7;0;3;3;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;12402;Conyza bonariensis;Erigeron;Neophyt;test;7;summer;9;entomogame;anémochore;7;7;4
Erigeron canadensis;Ericana;0.035020623;Erigeron canadensis L.;no;yes;yes;;therophyte;test;20.73829787;0.1;1.5;NA;0.555;0.048903226;7;10;4;entomogame;anémochore;8;5;5;5;6;7;erigeron canadensis;esp;700;24880;13/4.0.1;Erigeron canadensis L.;cosmopolite;racème de capitules;hermaphrodite;protandre;entomogame;akène;anémochore;blanc. jaune;0;07-oct;0;0;test;thérophytaie;friches annuelles médio-européennes. subnitrophiles à nitrophiles;Sisymbrietalia officinalis;0;0;0;0;8;5;5;4;5;6;7;0;4;3;8;6;x;4;x;5;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;3143;Conyza canadensis;Erigeron;Neophyt;test;7;summer;10;entomogame;anémochore;7;8;5
Erigeron sumatrensis;Erisuma;0.027834652;Erigeron sumatrensis Retz.;no;yes;yes;;therophyte;Test(Hbis);21.72;0.3;2;NA;0.328383334;0.03775;8;9;2;entomogame;anémochore;8;6;4;5;6;7;erigeron sumatrensis;esp;702;24956;13/4.0.1;Erigeron sumatrensis Retz.;introduit (Asie);racème de capitules;hermaphrodite;0;entomogame;akène;anémochore;blanc. jaune;0;08-sept;0;0;Test(Hbis);thérophytaie;friches annuelles médio-européennes. subnitrophiles à nitrophiles;Sisymbrietalia officinalis;0;0;0;0;8;6;4;4;5;6;7;0;4;3;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;12051;Erigeron sumatrensis *;Erigeron;Neophyt;Test(Hbis);8;summer;9;entomogame;anémochore;7;8;5
Erodium ciconium;Erocico;0.047182828;Erodium ciconium (L.) L'Hér.;no;no;no;;therophyte;test;21.916;0.2;1;NA;0.2665;4.742;4;7;4;entomogame;autochore;8;8;3;3;8;6;erodium ciconium;esp;3397;25062;13/4.0.2.0.2;Erodium ciconium (L.) L'Hér.;méditerranéen;racème de cymes unipares hélicoïdes;hermaphrodite;0;entomogame;capsule;autochore;bleu;0;04-juil;0;0;test;thérophytaie;friches annuelles. eutrophiles. mésoméditerranéennes;Hordeion murinum subsp. leporinum;0;0;0;0;8;8;3;4;3;8;6;0;4;3;8;8;?;3;8;5;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Malvids;Geraniales;0;Geraniaceae;0;0;0;0;0;0;1908;Erodium ciconium;Erodium;méditerranéen;test;4;spring;7;entomogame;autochore;6;8;3
Erodium cicutarium;Erocicu;0.101208405;Erodium cicutarium (L.) L'Hér.;yes;yes;no;;therophyte;test;23.24969565;0.05;0.6;NA;0.281265625;1.671033333;3;6;4;entomogame. autogame;autochore;8;6;5;4;5;6;erodium cicutarium;esp;9954;25064;08/4.;Erodium cicutarium (L.) L'Hér.;cosmopolite;racème de cymes unipares hélicoïdes;hermaphrodite. dioïque;protandre;entomogame. autogame;capsule;autochore;rose;0;0;0;0;test;thérophytaie;annuelles des tonsures basophiles. européennes;Stipo capensis - Brachypodietea distachyi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;6;5;4;x;x;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Malvids;Geraniales;0;Geraniaceae;0;0;0;0;0;0;13794;Erodium cicutarium;Erodium;cosmopolite;test;NA;NA;NA;mixed;autochore;NA;NA;NA
Erodium malacoides;Eromala;-0.006691701;Erodium malacoides (L.) L'Hér. ;no;no;no;;therophyte;test;NA;0.1;0.6;NA;0.41;1.411;4;7;4;entomogame;autochore;8;8;3;4;5;6;erodium malacoides;esp;30108;75116;13/3.0.1.0.2;Erodium malacoides (L.) L'Hér. ;méditerranéen;racème de cymes unipares hélicoïdes;hermaphrodite;0;entomogame;capsule;autochore;rose;0;04-juil;0;0;test;thérophytaie;annuelles commensales des cultures sarclées acidophiles. mésohydriques. des sols sableux;Digitario sanguinalis - Setarion viridis;0;0;0;0;8;8;3;4;4;5;6;0;3;4;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Malvids;Geraniales;0;Geraniaceae;0;0;0;0;0;0;4508;Erodium malacoides;Erodium;méditerranéen;test;4;spring;7;entomogame;autochore;6;8;4
Erodium moschatum;Eromosc;0.09758055;Erodium moschatum (L.) L'Hér.;no;no;no;;therophyte;test;29.66333333;0.1;0.6;NA;0.373333333;2.47;4;9;6;entomogame;autochore;8;8;3;4;5;6;erodium moschatum;esp;3413;25121;13/3.0.1.0.2;Erodium moschatum (L.) L'Hér.;méditerranéen;racème de cymes unipares hélicoïdes;hermaphrodite;0;entomogame;capsule;autochore;rose;0;04-sept;0;0;test;thérophytaie;annuelles commensales des cultures sarclées acidophiles. mésohydriques. des sols sableux;Digitario sanguinalis - Setarion viridis;0;0;0;0;8;8;3;4;4;5;6;0;3;4;8;7;?;4;7;4;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Malvids;Geraniales;0;Geraniaceae;0;0;0;0;0;0;1907;Erodium moschatum;Erodium;méditerranéen;test;4;spring;9;entomogame;autochore;6;8;4
Eruca sativa;Erusati;0.026542458;Eruca sativa Mill.;no;no;no;;therophyte;tver;NA;0.1;0.8;NA;0.5;1.524666667;4;6;3;entomogame;barochore;8;7;4;4;7;6;eruca sativa;esp;9958;25251;13/3.0.2.0.3;Eruca sativa Mill.;méditerranéen(eury);racème simple;hermaphrodite;0;entomogame;silique;barochore;blanc. jaune;bleu;04-juin;0;0;tver;thérophytaie;annuelles commensales des moissons basophiles. thermophiles;Roemerion hybridae;0;0;0;0;8;7;4;4;4;7;6;0;3;2;8;6;3;4;7;6;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Malvids;Brassicales;0;Brassicaceae;0;0;0;0;0;0;1355;Eruca ves. sativa;Eruca;méditerranéen;tver;4;spring;6;entomogame;barochore;6;8;4
Ervum pubescens;Vicpube;0.026542458;Ervum pubescens DC.;no;no;no;;therophyte;tver-lia;NA;0.2;0.6;NA;NA;NA;5;6;2;entomogame;épizoochore;8;7;3;3;5;3;verif;esp;3259;71746;08/4.0.2;Vicia pubescens (DC.) Link;méditerranéen;racème simple;hermaphrodite;0;entomogame;gousse;épizoochore;bleu;0;05-juin;0;0;tver-lia;thérophytaie;annuelles des tonsures basophiles. aéromésohydriques. méso à subméditerranéennes;Brachypodietalia distachyi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Fabids;Fabales;0;Fabaceae;0;0;0;0;0;0;11187;Vicia pubescens;Vicia;méditerranéen;tver-lia;verif;verif;verif;verif;verif;verif;verif;verif
Eryngium campestre;Erycamp;0.155008341;Eryngium campestre L.;no;no;no;;hemicryptophyte;hros;7.261657658;0.15;0.6;NA;0.250817618;1.254539333;7;9;3;entomogame. autogame;épizoochore;9;5;5;3;8;5;eryngium campestre;esp;172;25380;09/3.;Eryngium campestre L.;eurasiatique;ombelle d'ombellules;hermaphrodite;0;entomogame. autogame;akène;épizoochore;blanc;0;07-sept;0;0;hros;hémicryptophytaie;pelouses basophiles médio-européennes;Festuco valesiacae - Bromopsidetea erectae;0;0;0;0;9;5;5;3;3;8;5;0;3;2;9;7;5;3;8;3;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Apiales;0;Apiaceae;0;0;0;0;0;0;2133;Eryngium campestre;Eryngium;eurasiatique;hros;7;summer;9;mixed;zoochore;5;9;3
Erysimum cheiranthoides;Erychei;0.026542458;Erysimum cheiranthoides L. ;no;no;no;;therophyte;test;23.295;0.2;0.8;NA;0.43625;0.223333333;5;9;5;entomogame. autogame;barochore;8;6;4;6;7;7;erysimum cheiranthoides;esp;30110;75118;04/6.;Erysimum cheiranthoides L. ;holarctique;racème simple;hermaphrodite;0;entomogame. autogame;silique;barochore;jaune;0;05-sept;0;0;test;thérophytaie;friches annuelles hygrophiles à hydrophiles. eutrophiles. pionnières. eurasiatiques;Bidentetea tripartitae;0;0;0;0;8;6;4;7;6;7;7;0;2;3;7;5;x;5;7;7;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Malvids;Brassicales;0;Brassicaceae;0;0;0;0;0;0;7475;Erysimum cheiranthoides (doublon);Erysimum;holarctique;test;5;spring;9;mixed;barochore;7;8;6
Eschscholzia californica;Esccali;0.006671646;Eschscholzia californica Cham.;no;no;no;;therophyte;test;NA;0.2;0.6;NA;0.417142857;1.479;5;7;3;entomogame;anémochore;7;7;3;5;5;7;eschscholzia californica;esp;4032;25658;13/3.;Eschscholzia californica Cham.;introduit (Amér. du nord occ.);0;hermaphrodite;0;entomogame;0;anémochore;0;0;0;0;0;test;thérophytaie;annuelles commensales des cultures;Stellarietea mediae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;0;0;Ranunculanae;0;Ranunculales;0;Papaveraceae;0;0;0;0;0;0;15487;Eschscholzia californica;Eschscholzia;Neophyt;test;NA;NA;NA;entomogame;anémochore;NA;NA;NA
Euonymus europaeus;Euoeuro;0.026542458;Euonymus europaeus L.;no;no;no;;nanophanerophyte;B-cad;13.10323164;1.5;6;NA;NA;39;4;5;2;entomogame;myrmécochore;6;5;5;5;7;5;verif;esp;2298;26384;15/1.;Euonymus europaeus L.;eurasiatique;corymbe;hermaphrodite;0;entomogame;capsule;myrmécochore;blanc;0;04-mai;arbuste;6;B-cad;microphanérophytaie;fourrés arbustifs et d'arbrisseaux médio-européens. planitiaires à montagnards;Rhamno catharticae - Prunetea spinosae;0;0;0;0;6;5;5;6;5;7;5;0;2;3;6;5;3;5;8;5;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Fabids;Celastrales;0;Celastraceae;0;0;0;0;0;0;1981;Euonymus europaeus B;Euonymus;eurasiatique;B-cad;verif;verif;verif;verif;verif;verif;verif;verif
EUPATORIUM CANNABINUM;EUPCANN;0.018767911;Eupatorium cannabinum L.;no;no;no;;hemicryptophyte;Heri;25.59157895;0.6;1.5;NA;0.836666667;0.31;7;8;2;entomogame. autogame;anémochore;5;5;5;7;7;7;eupatorium cannabinum;esp;786;25746;05/2.0.2;Eupatorium cannabinum L.;eurasiatique méridional;racème de capitules;hermaphrodite;protandre;entomogame. autogame;akène;anémochore;rose;0;07-ao˚t;0;0;Heri;hémicryptophytaie;mégaphorbiaies planitiaires-collinéennes. eutrophiles. nitrophiles;Convolvuletalia sepium;0;0;0;0;5;5;5;8;7;7;7;0;1;8;7;5;3;7;7;8;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;13088;Eupatorium cannabinum;Eupatorium;eurasiatique;Heri;7;summer;8;mixed;anémochore;7;5;7
Euphorbia characias;Eupchar;0.037538468;Euphorbia characias L. ;no;no;no;;chamephyte;Csuf;NA;0.3;1.2;NA;NA;6.3;3;7;5;entomogame;myrmécochore;7;8;3;3;7;5;verif;esp;2689;25806;14/8.;Euphorbia characias L. ;méditerranéen;cyathe;monoïque;0;entomogame;capsule;myrmécochore;jaune;0;0;0;0.8;Csuf;chaméphytaie;garrigues méditerranéennes occidentales à subméditerranéennes;Rosmarinetea officinalis;0;0;0;0;7;8;3;3;3;7;5;0;4;2;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Fabids;Malpighiales;0;Euphorbiaceae;0;0;0;0;0;0;7346;Euphorbia characias;Euphorbia;méditerranéen;Csuf;verif;verif;verif;verif;verif;verif;verif;verif
Euphorbia cyparissias;Eupcypa;0.047667582;Euphorbia cyparissias L.;no;no;no;;hemicryptophyte;hsto;24.25775;0.2;0.6;NA;0.227826551;2.173;4;9;6;entomogame;myrmécochore;8;5;5;3;7;3;euphorbia cyparissias;esp;2692;25823;09/3.;Euphorbia cyparissias L.;eurasiatique;cyathe;monoïque;0;entomogame;capsule;myrmécochore;jaune;0;04-sept;0;0;hsto;hémicryptophytaie;pelouses basophiles médio-européennes;Festuco valesiacae - Bromopsidetea erectae;0;(Sedenea acris);0;0;8;5;5;4;3;7;3;0;3;2;8;x;4;3;x;3;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Fabids;Malpighiales;0;Euphorbiaceae;0;0;0;0;0;0;1960;Euphorbia cyparissias;Euphorbia;eurasiatique;hsto;4;spring;9;entomogame;zoochore;3;8;3
Euphorbia exigua;Eupexig;-0.013519176;Euphorbia exigua L. ;no;no;no;;therophyte;test;23.80003059;0.05;0.2;NA;0.142;0.274133333;4;10;7;entomogame;myrmécochore;6;6;4;4;8;4;euphorbia exigua;esp;30115;75123;08/4.0.1;Euphorbia exigua L. ;européen méridional;cyathe;monoïque;0;entomogame;capsule;myrmécochore;jaune;0;04-oct;0;0;test;thérophytaie;annuelles des tonsures basophiles. aéroxérophiles. thermophiles. méditerranéennes;Stipo capensis - Bupleuretalia semicompositi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;4;4;8;4;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Fabids;Malpighiales;0;Euphorbiaceae;0;0;0;0;0;0;1965;Euphorbia exigua;Euphorbia;européen;test;4;spring;10;entomogame;zoochore;NA;NA;NA
Euphorbia falcata;Eupfalc;0.018767911;Euphorbia falcata L. ;no;no;no;;therophyte;test;NA;0.05;0.4;NA;0.35;2.5675;6;9;4;entomogame;barochore;8;8;3;4;8;6;euphorbia falcata;esp;30116;75124;13/3.0.2.0.3;Euphorbia falcata L. ;méditerranéen;cyathe;monoïque;0;entomogame;capsule;barochore;jaune;0;06-sept;0;0;test;thérophytaie;annuelles commensales des moissons basophiles. thermophiles;Roemerion hybridae;0;0;0;0;8;8;3;4;4;8;6;0;3;2;7;7;3;4;8;5;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Fabids;Malpighiales;0;Euphorbiaceae;0;0;0;0;0;0;7763;Euphorbia falcata (doublon);Euphorbia;méditerranéen;test;6;spring;9;entomogame;barochore;6;8;4
