ID_ENI;NOM_SCIENTIFIQUE;ID_TaxRef;Family;Taxa name;RED LIST STATUS FR;POP. TREND;PN;Messicole;Agrotolerance;Native_Status;Residence_Time;Naturalization status;Chorology;FM Type;IndVal;P-value;Rank
Silene vulgaris;Silene vulgaris (Moench) Garcke;123683;Caryophyllaceae;Silene vulgaris (Moench) Garcke, 1869;LC;Stable;-;-;;Native;-;-;eurasiatic;7;1,4;;species
Silybum marianum;Silybum marianum (L.) Gaertn.;123705;Asteraceae;Silybum marianum (L.) Gaertn., 1791;LC;Not_known;-;-;;Native;-;-;mediterranean;7;1,9;;species
Sinapis alba;Sinapis alba L.;123711;Brassicaceae;Sinapis alba L., 1753;LC;Stable;-;messicole;;Alien;Archaeophyt;Naturalized;introduced;1;1,6;;species
Sinapis arvensis;Sinapis arvensis L. ;123713;Brassicaceae;Sinapis arvensis L., 1753;LC;Decrease;-;-;agrotolerant;Native;-;-;european;7;2,8;;species
SISYMBRIUM IRIO;Sisymbrium irio L.;123841;Brassicaceae;Sisymbrium irio L., 1753;LC;Decrease;-;-;;Native;-;-;european;7;2,1;;species
Sisymbrium officinale;Sisymbrium officinale (L.) Scop.;123863;Brassicaceae;Sisymbrium officinale (L.) Scop., 1772;LC;Stable;-;-;;Native;-;-;cosmopolit;4;6,2;*;species
Smyrnium olusatrum;Smyrnium olusatrum L.;124003;Apiaceae;Smyrnium olusatrum L., 1753;LC;Stable;-;-;;Native;-;-;mediterranean;7;4,3;*;species
Solanum dulcamara;Solanum dulcamara L.;124034;Solanaceae;Solanum dulcamara L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;4;3,3;*;species
Solanum nigrum;Solanum nigrum L.;124080;Solanaceae;Solanum nigrum L., 1753;LC;Stable;-;-;agrotolerant;Native;-;-;cosmopolit;5;2,9;;species
Solanum tuberosum;Solanum tuberosum L.;124125;Solanaceae;Solanum tuberosum L., 1753;NA;Not_assessed;-;-;;Alien;Neophyt;Casual;introduced;2;0,6;;species
Solidago virgaurea;Solidago virgaurea L.;124205;Asteraceae;Solidago virgaurea L., 1753;LC;Not_known;-;-;;Native;-;-;holarctic;5;1,4;;species
Sonchus arvensis;Sonchus arvensis L.;124232;Asteraceae;Sonchus arvensis L., 1753;LC;Not_known;-;-;;Native;-;-;cosmopolit;5;5,6;;species
Sonchus asper;Sonchus asper (L.) Hill;124233;Asteraceae;Sonchus asper (L.) Hill, 1769;LC;Stable;-;-;agrotolerant;Native;-;-;cosmopolit;1;15,6;*;species
Sonchus oleraceus;Sonchus oleraceus L.;124261;Asteraceae;Sonchus oleraceus L., 1753;LC;Not_known;-;-;agrotolerant;Native;-;-;cosmopolit;7;29;***;species
Sonchus tenerrimus;Sonchus tenerrimus L.;124278;Asteraceae;Sonchus tenerrimus L., 1753;LC;Stable;-;-;;Native;-;-;mediterranean;7;10,6;***;species
Sorghum halepense;Sorghum halepense (L.) Pers.;124378;Poaceae;Sorghum halepense (L.) Pers., 1805;NA;Not_assessed;-;-;;Alien;Archaeophyt;Naturalized;introduced;7;6,7;**;species
Spergula arvensis;Spergula arvensis L.;124499;Caryophyllaceae;Spergula arvensis L., 1753;LC;Not_known;-;messicole;;Native;-;-;cosmopolit;7;3,5;*;species
Spergula rubra;Spergula rubra (L.) D.Dietr.;124528;Caryophyllaceae;Spergula rubra (L.) D.Dietr., 1840;NA;NA;-;-;;Native;-;-;eurasiatic;7;1,7;;species
Stachys arvensis;Stachys arvensis (L.) L.;124744;Lamiaceae;Stachys arvensis (L.) L., 1763;LC;Decrease;-;-;;Native;-;-;european;4;2,1;;species
Stachys palustris;Stachys palustris L. ;124798;Lamiaceae;Stachys palustris L., 1753;LC;Decrease;-;-;;Native;-;-;circumboreal;2;0,7;;species
Stachys sylvatica;Stachys sylvatica L.;124814;Lamiaceae;Stachys sylvatica L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;2;1;;species
Stellaria graminea;Stellaria graminea L.;125000;Caryophyllaceae;Stellaria graminea L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;6;5,3;*;species
Stellaria holostea;Stellaria holostea L.;125006;Caryophyllaceae;Stellaria holostea L., 1753;NA;NA;-;-;;Native;-;-;european;4;25,5;***;species
Stellaria media;Stellaria media (L.) Vill. ;125014;Caryophyllaceae;Stellaria media (L.) Vill., 1789;LC;Stable;-;-;agrotolerant;Native;-;-;cosmopolit;7;10,7;;species
Succisa pratensis;Succisa pratensis Moench;125295;Caprifoliaceae;Succisa pratensis Moench, 1794;LC;Not_known;-;-;;Native;-;-;eurasiatic;2;1;;species
Symphyotrichum subulatum;Symphyotrichum subulatum (Michx.) M.Nesom;448413;Asteraceae;Symphyotrichum subulatum (Michx.) G.L.Nesom, 1995;NA;NA;-;-;;Alien;Neophyt;Invasive;introduced;NA;NA;;species
Symphytum officinale;Symphytum officinale L. ;125355;Boraginaceae;Symphytum officinale L., 1753;LC;Stable;-;-;;Native;-;-;european;4;8;**;species
Tanacetum vulgare;Tanacetum vulgare L.;125474;Asteraceae;Tanacetum vulgare L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;5;1,4;;species
TARAXACUM SECT. RUDERALIA;Taraxacum officinale F.H.Wigg.;717630;Asteraceae;Taraxacum officinale F.H.Wigg., 1780;LC;Increase;-;-;agrotolerant;Native;-;-;european;2;16,2;*;species
Taraxacum section Celtica;Taraxacum section Celtica;NA;Asteraceae;Taraxacum sect. Celtica;NA;NA;-;-;;Native;-;-;european;1;1,6;;section
Taraxacum section Erythrosperma;Taraxacum section Erythrosperma;NA;Asteraceae;Taraxacum sect. Erythrosperma;NA;NA;-;-;;Native;-;-;european;6;1,5;;section
Taraxacum section Ruderalia;Taraxacum section Ruderalia;NA;Asteraceae;Taraxacum sect. Taraxacum;NA;NA;-;-;;Native;-;-;european;NA;NA;;section
Taraxacum section Palustria;Taraxacum section Palustria;NA;Asteraceae;Taraxacumˇsect.ˇPalustria;NA;NA;-;-;;Native;-;-;european;1;0,8;;section
Teucrium scorodonia;Teucrium scorodonia L. ;126035;Lamiaceae;Teucrium scorodonia L., 1753;LC;Stable;-;-;;Native;-;-;european;2;0,9;;species
Thlaspi arvense;Thlaspi arvense L.;126332;Brassicaceae;Thlaspi arvense L., 1753;LC;Not_known;-;messicole;;Native;-;-;cosmopolit;2;1,8;;species
Thymus vulgaris;Thymus vulgaris L. ;126582;Lamiaceae;Thymus vulgaris L., 1753;LC;Stable;-;-;;Native;-;-;mediterranean;5;1,4;;species
Tolpis umbellata;Tolpis umbellata Bertol.;126822;Asteraceae;Tolpis umbellata Bertol., 1803;LC;Decrease;-;-;;Native;-;-;mediterranean;7;1,4;;species
Tordylium maximum;Tordylium maximum L.;126837;Apiaceae;Tordylium maximum L., 1753;LC;Stable;-;-;;Native;-;-;european;7;9,3;**;species
Torilis arvensis;Torilis arvensis (Huds.) Link;126846;Apiaceae;Torilis arvensis (Huds.) Link, 1821;LC;Stable;-;-;;Native;-;-;mediterranean;7;7,9;*;species
Torilis japonica;Torilis japonica (Houtt.) DC.;126859;Apiaceae;Torilis japonica (Houtt.) DC., 1830;LC;Stable;-;-;;Native;-;-;eurasiatic;4;3,7;;species
Torilis nodosa;Torilis nodosa (L.) Gaertn.;126865;Apiaceae;Torilis nodosa (L.) Gaertn., 1788;LC;Stable;-;-;;Native;-;-;european;5;2,3;;species
Tragopogon dubius;Tragopogon dubius Scop.;127005;Asteraceae;Tragopogon dubius Scop., 1772;LC;Not_known;-;-;;Native;-;-;european;6;1,2;;species
Tragopogon porrifolius;Tragopogon porrifolius L.;127028;Asteraceae;Tragopogon porrifolius L., 1753;LC;Not_known;-;-;;Native;-;-;mediterranean;7;10,6;***;species
Tragopogon pratensis;Tragopogon pratensis L.;127029;Asteraceae;Tragopogon pratensis L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;7;3,1;;species
Trifolium angustifolium;Trifolium angustifolium L. ;127223;Fabaceae;Trifolium angustifolium L., 1753;LC;Not_known;-;-;;Native;-;-;mediterranean;7;12,8;***;species
Trifolium arvense;Trifolium arvense L.;127230;Fabaceae;Trifolium arvense L., 1753;LC;Stable;-;-;;Native;-;-;european;7;2,6;;species
Trifolium campestre;Trifolium campestre Schreb. ;127259;Fabaceae;Trifolium campestre Schreb., 1804;LC;Stable;-;-;;Native;-;-;cosmopolit;5;3;;species
Trifolium dubium;Trifolium dubium Sibth.;127294;Fabaceae;Trifolium dubium Sibth., 1794;LC;Decrease;-;-;;Native;-;-;cosmopolit;6;7,3;**;species
Trifolium fragiferum;Trifolium fragiferum L.;127314;Fabaceae;Trifolium fragiferum L., 1753;LC;Stable;-;-;;Native;-;-;mediterranean;6;9,1;***;species
Trifolium glomeratum;Trifolium glomeratum L.;127326;Fabaceae;Trifolium glomeratum L., 1753;LC;Decrease;-;-;;Native;-;-;mediterranean;6;2,1;;species
Trifolium hybridum;Trifolium hybridum L.;127337;Fabaceae;Trifolium hybridum L., 1753;LC;Not_known;-;-;;Native;-;-;european;6;2,5;;species
Trifolium incarnatum;Trifolium incarnatum L.;127340;Fabaceae;Trifolium incarnatum L., 1753;LC;Stable;-;-;;Native;-;-;mediterranean;1;0,8;;species
Trifolium lappaceum;Trifolium lappaceum L.;127361;Fabaceae;Trifolium lappaceum L., 1753;LC;Not_known;-;-;;Native;-;-;mediterranean;5;2,9;;species
Trifolium micranthum;Trifolium micranthum Viv.;127387;Fabaceae;Trifolium micranthum Viv., 1824;LC;Decrease;-;-;;Native;-;-;mediterranean;7;2,1;;species
Trifolium montanum;Trifolium montanum L.;127395;Fabaceae;Trifolium montanum L., 1753;LC;Decrease;-;-;;Native;-;-;european;7;2,1;;species
Trifolium nigrescens;Trifolium nigrescens Viv. ;127402;Fabaceae;Trifolium nigrescens Viv., 1808;LC;Stable;-;-;;Native;-;-;mediterranean;7;8,5;**;species
Trifolium pratense;Trifolium pratense L.;127439;Fabaceae;Trifolium pratense L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;6;21,5;***;species
Trifolium repens;Trifolium repens L.;127454;Fabaceae;Trifolium repens L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;6;23;***;species
Trifolium resupinatum;Trifolium resupinatum L. ;127457;Fabaceae;Trifolium resupinatum L., 1753;LC;Decrease;-;-;;Native;-;-;mediterranean;7;2,1;;species
Trifolium scabrum;Trifolium scabrum L.;127470;Fabaceae;Trifolium scabrum L., 1753;LC;Decrease;-;-;;Native;-;-;mediterranean;7;4,3;*;species
Trifolium subterraneum;Trifolium subterraneum L.;127498;Fabaceae;Trifolium subterraneum L., 1753;LC;Decrease;-;-;;Native;-;-;mediterranean;7;1;;species
Trifolium tomentosum;Trifolium tomentosum L.;127506;Fabaceae;Trifolium tomentosum L., 1753;LC;Not_known;-;-;;Native;-;-;mediterranean;7;2,1;;species
Tripleurospermum inodorum;Tripleurospermum inodorum Sch.Bip.;127613;Asteraceae;Tripleurospermum inodorum (L.) Sch.Bip., 1844;LC;Not_known;-;-;;Native;-;-;cosmopolit;4;17,4;***;species
Trisetum flavescens;Trisetum flavescens (L.) P.Beauv.;127660;Poaceae;Trisetum flavescens (L.) P.Beauv., 1812;LC;Stable;-;-;;Native;-;-;holarctic;6;5,5;*;species
Triticum aestivum;Triticum aestivum L.;127692;Poaceae;Triticum aestivum L., 1753;NA;Not_assessed;-;-;;Alien;Archaeophyt;Casual;introduced;1;5,5;*;species
Triticum turgidum;Triticum turgidum L.;127827;Poaceae;Triticum turgidum L., 1753;NA;Not_assessed;-;-;;Alien;Archaeophyt;Casual;introduced;4;2,3;;species
Ulex;#N/A;198787;Fabaceae;Ulex L., 1753;NA;NA;-;-;;NA;NA;NA;NA;NA;NA;;genus
Ulmus minor;Ulmus minor Mill.;128175;Ulmaceae;Ulmus minor Mill., 1768;LC;Stable;-;-;;Native;-;-;european;5;1;;species
Urospermum dalechampii;Urospermum dalechampii (L.) Scop. ex F.W.Schmidt;128255;Asteraceae;Urospermum dalechampii (L.) Scop. ex F.W.Schmidt, 1795;LC;Stable;-;-;;Native;-;-;mediterranean;7;4,5;*;species
Urospermum picroides;Urospermum picroides (L.) Scop. ex F.W.Schmidt;128256;Asteraceae;Urospermum picroides (L.) Scop. ex F.W.Schmidt, 1795;LC;Not_known;-;-;;Native;-;-;mediterranean;7;8,5;**;species
Urtica dioica;Urtica dioica L.;128268;Urticaceae;Urtica dioica L., 1753;LC;Increase;-;-;;Native;-;-;cosmopolit;4;31;***;species
Valeriana dioica;Valeriana dioica L. ;128394;Caprifoliaceae;Valeriana dioica L., 1753;LC;Not_known;-;-;;Native;-;-;european;5;1,4;;species
Valeriana officinalis;Valeriana officinalis L.;128419;Caprifoliaceae;Valeriana officinalis L., 1753;LC;Stable;-;-;;Native;-;-;european;5;1,4;;species
Valerianella dentata;Valerianella dentata (L.) Pollich;128467;Caprifoliaceae;Valerianella dentata (L.) Pollich, 1776;LC;Stable;-;messicole;;Alien;Archaeophyt;Naturalized;introduced;5;1,4;;species
Valerianella discoidea;Valerianella discoidea (L.) Loisel.;128468;Caprifoliaceae;Valerianella discoidea (L.) Loisel., 1810;LC;Stable;-;-;;Native;-;-;mediterranean;7;2,1;;species
Valerianella eriocarpa;Valerianella eriocarpa Desv.;128470;Caprifoliaceae;Valerianella eriocarpa Desv., 1809;LC;Stable;-;-;;Native;-;-;mediterranean;7;4,3;*;species
Valerianella locusta;Valerianella locusta (L.) Laterr.;128476;Caprifoliaceae;Valerianella locusta (L.) Laterr., 1821;LC;Stable;-;-;;Native;-;-;european;7;2,5;;species
Valerianella microcarpa;Valerianella microcarpa Loisel.;128479;Caprifoliaceae;Valerianella microcarpa Loisel., 1810;LC;Stable;-;-;;Native;-;-;mediterranean;7;2,1;;species
Verbascum densiflorum;Verbascum densiflorum Bertol.;128567;Scrophulariaceae;Verbascum densiflorum Bertol., 1810;LC;Stable;-;-;;Native;-;-;european;4;3,4;;species
Verbascum sinuatum;Verbascum sinuatum L.;128651;Scrophulariaceae;Verbascum sinuatum L., 1753;LC;Stable;-;-;;Native;-;-;mediterranean;5;1;;species
Verbascum thapsus;Verbascum thapsus L.;128660;Scrophulariaceae;Verbascum thapsus L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;5;2;;species
Verbena officinalis;Verbena officinalis L.;128754;Verbenaceae;Verbena officinalis L., 1753;LC;Stable;-;-;;Native;-;-;cosmopolit;6;6,2;;species
Veronica anagallis-aquatica;Veronica anagallis-aquatica L.;128792;Plantaginaceae;Veronica anagallis-aquatica L., 1753;LC;Stable;-;-;;Native;-;-;circumboreal;NA;NA;;species
Veronica arvensis;Veronica arvensis L.;128801;Plantaginaceae;Veronica arvensis L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;1;9,7;;species
Veronica chamaedrys;Veronica chamaedrys L. ;128832;Plantaginaceae;Veronica chamaedrys L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;5;1,9;;species
Veronica cymbalaria;Veronica cymbalaria Bodard;128842;Plantaginaceae;Veronica cymbalaria Bodard, 1798;LC;Not_known;-;-;;Native;-;-;mediterranean;7;10,6;***;species
Veronica filiformis;Veronica filiformis Sm.;128863;Plantaginaceae;Veronica filiformis Sm., 1791;NA;Not_assessed;-;-;;Alien;Neophyt;Naturalized;introduced;2;1;;species
Veronica hederifolia;Veronica hederifolia L.;128880;Plantaginaceae;Veronica hederifolia L., 1753;LC;Stable;-;-;;Native;-;-;european;4;8,4;**;species
Veronica officinalis;Verbena officinalis L.;128938;Verbenaceae;Veronica officinalis L., 1753;LC;Stable;-;-;;Native;-;-;cosmopolit;3;2,3;;species
Veronica persica;Veronica persica Poir.;128956;Plantaginaceae;Veronica persica Poir., 1808;NA;Not_assessed;-;-;agrotolerant;Alien;Neophyt;Naturalized;introduced;7;15,4;**;species
Veronica polita;Veronica polita Fr.;128963;Plantaginaceae;Veronica polita Fr., 1819;LC;Stable;-;-;;Native;-;-;european;5;0,6;;species
Veronica serpyllifolia;Veronica serpyllifolia L.;129003;Plantaginaceae;Veronica serpyllifolia L., 1753;LC;Stable;-;-;;Native;-;-;circumboreal;5;1,8;;species
Viburnum;#N/A;198901;Viburnaceae;Viburnum L., 1753;NA;NA;-;-;;NA;NA;NA;NA;NA;NA;;genus
Vicia bithynica;Vicia bithynica (L.) L.;129127;Fabaceae;Vicia bithynica (L.) L., 1759;LC;Decrease;-;-;;Native;-;-;european;7;3,5;;species
Vicia cracca;Vicia cracca L.;129147;Fabaceae;Vicia cracca L., 1753;LC;Stable;-;-;;Native;-;-;european;5;7,7;*;species
Vicia villosa subsp. varia;Vicia dasycarpa Ten.;129153;Fabaceae;Vicia dasycarpa Ten., 1829;LC;Not_known;-;-;;Native;-;-;mediterranean;NA;NA;;species
Vicia faba;Vicia faba L. ;129171;Fabaceae;Vicia faba L., 1753;NA;Not_assessed;-;-;;Alien;Neophyt;Casual;introduced;1;0,8;;species
Vicia hybrida;Vicia hybrida L.;129195;Fabaceae;Vicia hybrida L., 1753;LC;Decrease;-;-;;Native;-;-;european;7;12,8;***;species
Vicia lathyroides;Vicia lathyroides L.;129207;Fabaceae;Vicia lathyroides L., 1753;LC;Decrease;-;-;;Native;-;-;european;7;2,1;;species
Vicia lutea;Vicia lutea L.;129225;Fabaceae;Vicia lutea L., 1753;LC;Stable;-;-;;Native;-;-;european;6;3,9;;species
Vicia sativa;Vicia sativa L.;129298;Fabaceae;Vicia sativa L., 1753;NA;Not_assessed;-;-;;Alien;Archaeophyt;Naturalized;introduced;6;16,3;**;species
Vicia sepium;Vicia sepium L.;129305;Fabaceae;Vicia sepium L., 1753;LC;Not_known;-;-;;Native;-;-;european;4;1,2;;species
Vicia tenuifolia;Vicia tenuifolia Roth;129322;Fabaceae;Vicia tenuifolia Roth, 1788;LC;Stable;-;-;;Native;-;-;european;5;0,9;;species
Vicia villosa;Vicia villosa Roth ;129340;Fabaceae;Vicia villosa Roth, 1793;LC;Not_known;-;-;;Native;-;-;european;7;2;;species
VINCA MINOR;Vinca minor L.;129470;Apocynaceae;Vinca minor L., 1753;LC;Stable;-;-;;Native;-;-;european;5;1,4;;species
Viola arvensis;Viola arvensis Murray;129506;Violaceae;Viola arvensis Murray, 1770;LC;Stable;-;messicole;agrotolerant;Native;-;-;cosmopolit;4;5;;species
Viola hirta;Viola hirta L.;129586;Violaceae;Viola hirta L., 1753;LC;Stable;-;-;;Native;-;-;eurasiatic;5;1,4;;species
Vitis rupestris;Vitis rupestris Scheele;129961;Vitaceae;Vitis rupestris Scheele, 1848;NA;Not_assessed;-;-;;Alien;Neophyt;Naturalized;introduced;7;4,3;*;species
Vitis vinifera;Vitis vinifera L.;129968;Vitaceae;Vitis vinifera L., 1753;LC;Not_known;-;-;;Alien;Archaeophyt;Casual;introduced;7;2,1;;species
Vulpia bromoides;Vulpia bromoides (L.) Gray;129997;Poaceae;Vulpia bromoides (L.) Gray, 1821;LC;Not_known;-;-;;Native;-;-;european;6;6;**;species
Vulpia ciliata;Vulpia ciliata Dumort.;129999;Poaceae;Vulpia ciliata Dumort., 1824;LC;Decrease;-;-;;Native;-;-;eurasiatic;7;1,8;;species
Vulpia fasciculata;Vulpia fasciculata (Forssk.) Fritsch;130005;Poaceae;Vulpia fasciculata (Forssk.) Fritsch, 1909;LC;Stable;-;-;;Native;-;-;mediterranean;7;2,1;;species
Vulpia ligustica;Vulpia ligustica (All.) Link;130015;Poaceae;Vulpia ligustica (All.) Link, 1827;LC;Stable;-;-;;Native;-;-;mediterranean;7;8,5;***;species
Vulpia myuros;Vulpia myuros (L.) C.C.Gmel. ;130028;Poaceae;Vulpia myuros (L.) C.C.Gmel., 1805;LC;Stable;-;-;;Native;-;-;cosmopolit;6;11,6;**;species
Xanthium orientale subsp. italicum;Xanthium orientale subsp. italicum (Moretti) Greuter;612629;Asteraceae;Xanthium orientale subsp. italicum (Moretti) Greuter, 2003;NA;Not_assessed;-;-;;Alien;Neophyt;Invasive;introduced;7;9,4;**;subsp
Zea mays;Zea mays L.;130621;Poaceae;Zea mays L., 1753;NA;Not_assessed;-;-;;Alien;Neophyt;Casual;introduced;4;3,3;;species
