"","id_parc_an","id_parcelle","annee","forbs_100","graminoid_100","annual_100","perennial_100","indigenous_100","neophytes_100","rich_sp","shannon","invsimp","simpson","nat_val_100","agrotolerant_100","messicole_100","not_messicole_100","seed_prone_100","other_seeds_100","weeds_100","not_weeds_100"
"14","12ENICA08003_2014",49,2014,52.3809523809524,47.6190476190476,23.8095238095238,76.1904761904762,100,0,8,0.240744887039192,1.09166537528465,0.0839683820335024,59.5238095238095,40.4761904761905,0,100,71.4285714285714,28.5714285714286,61.9047619047619,38.0952380952381
"15","12ENICA08003_2015",49,2015,47.1698113207547,52.8301886792453,30.188679245283,69.811320754717,100,0,15,0.287163976015821,1.10307338752929,0.0934420036731688,71.6981132075472,28.3018867924528,0,100,56.6037735849057,43.3962264150943,24.5283018867925,75.4716981132076
"16","12ENICA08003_2016",49,2016,57.5,42.5,52.5,47.5,95,5,10,0.24093603552227,1.08952870711219,0.082171957955552,20,80,0,100,42.5,57.5,45,55
"17","12ENICA08003_2017",49,2017,31.3725490196078,68.6274509803922,9.80392156862745,90.1960784313726,100,0,11,0.271890076402112,1.10086348370096,0.0916221540584363,80.3921568627451,19.6078431372549,0,100,72.5490196078431,27.4509803921569,43.1372549019608,56.8627450980392
"18","12ENICA08003_2018",49,2018,51.2820512820513,48.7179487179487,30.7692307692308,69.2307692307692,100,0,11,0.237218045981527,1.08840147239264,0.0812213825825729,43.5897435897436,56.4102564102564,0,100,56.4102564102564,43.5897435897436,46.1538461538462,53.8461538461538
"19","12ENICA08004_2013",229,2013,56.140350877193,43.859649122807,19.2982456140351,80.7017543859649,100,0,15,0.498236298838812,1.28757678893211,0.22334729190841,66.6666666666667,33.3333333333333,0,100,50.8771929824561,49.1228070175439,40.3508771929825,59.6491228070175
"20","12ENICA10001_2013",230,2013,28.5714285714286,71.4285714285714,16.3265306122449,83.6734693877551,95.9183673469388,4.08163265306122,14,0.473250194895036,1.2795942138844,0.218502249268264,77.5510204081633,22.4489795918367,0,100,71.4285714285714,28.5714285714286,34.6938775510204,65.3061224489796
"21","12ENICA10001_2014",230,2014,36,64,46,54,92,8,13,0.475075496506693,1.28057440513706,0.219100431815228,34,66,2,98,68,32,34,66
"22","12ENICA10001_2015",230,2015,21.4285714285714,78.5714285714286,50,50,100,0,8,0.41414961247326,1.25606397247542,0.203862206134912,60.7142857142857,39.2857142857143,0,100,78.5714285714286,21.4285714285714,82.1428571428571,17.8571428571429
"23","12ENICA10001_2016",230,2016,31.25,68.75,31.25,68.75,100,0,7,0.378043950532008,1.24272794484109,0.195318650271545,81.25,18.75,0,100,75,25,25,75
"24","12ENICA10001_2017",230,2017,44.4444444444444,55.5555555555556,55.5555555555556,44.4444444444444,100,0,9,0.410247320922293,1.25470196959352,0.202997983398426,25.9259259259259,74.0740740740741,0,100,55.5555555555556,44.4444444444444,18.5185185185185,81.4814814814815
"25","12ENICA10001_2018",230,2018,66.6666666666667,33.3333333333333,52.9411764705882,47.0588235294118,100,0,10,0.470854628284302,1.28110342507374,0.219422897146309,45.0980392156863,54.9019607843137,0,100,35.2941176470588,64.7058823529412,41.1764705882353,58.8235294117647
"26","12ENICA10002_2013",202,2013,82.7586206896552,17.2413793103448,41.3793103448276,58.6206896551724,82.7586206896552,17.2413793103448,17,0.477822519022689,1.26217898777551,0.207719341166961,39.6551724137931,60.3448275862069,1.72413793103448,98.2758620689655,25.8620689655172,74.1379310344828,48.2758620689655,51.7241379310345
"27","12ENICA10002_2014",202,2014,61.5384615384615,38.4615384615385,43.5897435897436,56.4102564102564,94.8717948717949,5.12820512820513,18,0.528147999940501,1.28428026716283,0.221353760881842,47.4358974358974,52.5641025641026,0,100,39.7435897435897,60.2564102564103,39.7435897435897,60.2564102564103
