"","id_parcelle","TypeCulture","region_biogeo","clust","code_postal","coord_x","coord_y"
"393",135,"GrandesCultures","ZSO","2",85210,-1.13377483967,46.5315280781
"394",173,"GrandesCultures","ZSO","3",85210,-1.08253352329,46.5354047875
"395",246,"GrandesCultures","ZSO","1",85210,-1.08128325982,46.5594854822
"396",169,"GrandesCultures","ZSO","3",85210,-1.12984346163,46.532879945
"397",248,"GrandesCultures","ZSO","3",85210,-1.07341977432,46.5213612018
"398",245,"GrandesCultures","ZSO","3",85210,-1.08126926928,46.5622491437
"399",451,"Maraichage","ZM","2",84000,4.88451647486,43.9074704051
"400",453,"Maraichage","ZM","2",13870,4.81685046816,43.8871313502
"401",452,"Maraichage","ZM","2",13870,4.78564551676,43.8878321812
"402",304,"Vigne","ZM","2",83920,6.60396119592,43.5079581435
"403",380,"Vigne","ZM","2",83920,6.57264167019,43.5051011748
"404",303,"Vigne","ZM","2",83380,6.63494291922,43.4922345823
"405",353,"Vigne","ZM","2",83470,5.77875536868,43.4843973274
"406",494,"Vigne","ZM","2",83470,5.77146357395,43.4735042994
"407",367,"Vigne","ZM","2",84230,4.84941238247,44.0449539027
"408",359,"Vigne","ZM","2",84230,4.85162063549,44.0452611788
"409",360,"Vigne","ZM","2",84230,4.82110474475,44.0788819422
"410",363,"Vigne","ZM","2",84850,4.93096563551,44.1737116852
"411",361,"Vigne","ZM","2",84850,4.92520096169,44.1708176924
"412",456,"Vigne","ZM","2",84220,5.27111487265,43.8703174455
"413",454,"Vigne","ZM","2",84220,5.22099412258,43.87980887
"414",440,"GrandesCultures","ZM","3",4800,5.85117580473,43.7400564063
"415",439,"GrandesCultures","ZM","3",83560,5.79789144064,43.7453994091
"416",446,"GrandesCultures","ZM","2",84250,4.98991290697,43.8990021209
"417",464,"Maraichage","BRSJ","3",1120,5.02876996758,45.8690480856
"418",256,"Vigne","MC","2",69460,4.6464393963,46.0446808386
"419",372,"GrandesCultures","BPS","3",58410,3.22631996782,47.426624229
"420",376,"GrandesCultures","BPS","3",58150,3.07607802657,47.3135900903
"421",130,"GrandesCultures","MA","1",56140,-2.4035037956,47.8586009907
"422",194,"GrandesCultures","BPS","3",18340,2.364926,46.94771
"423",193,"GrandesCultures","BPS","3",18340,2.429214,46.93157
"424",262,"GrandesCultures","BPS","3",18390,2.520837,47.09082
"425",221,"GrandesCultures","BPS","3",18340,2.430042,46.94293
"426",175,"GrandesCultures","BPS","3",28150,1.586907,48.25449
"427",19,"GrandesCultures","BPS","3",28200,1.329309,48.03004
"428",188,"GrandesCultures","BPS","3",28800,1.41037,48.16719
"429",100,"GrandesCultures","BPS","3",28210,1.498902,48.60262
"430",28,"GrandesCultures","BPS","3",28360,1.623085,48.37786
"431",27,"GrandesCultures","BPS","3",28190,1.332615,48.43477
"432",97,"GrandesCultures","BPS","3",28630,1.559707,48.40579
"433",106,"GrandesCultures","BPS","3",28480,0.9839569,48.25187
"434",26,"GrandesCultures","BPS","3",28700,1.62356,48.46174
"435",39,"GrandesCultures","BPS","3",45310,1.699825,48.02562
"436",126,"GrandesCultures","BPS","3",45300,2.20222,48.14376
"437",129,"GrandesCultures","BPS","3",45170,2.049817,48.10569
"438",128,"GrandesCultures","BPS","3",45310,1.668406,48.02637
"439",127,"GrandesCultures","BPS","3",45310,1.558624,48.01614
"440",132,"GrandesCultures","BPS","3",45120,2.703979,48.02689
"441",82,"Maraichage","C","2",20620,9.454217,42.62165
"442",80,"Vigne","C","1",20230,9.514809,42.28625
"443",76,"Maraichage","C","2",20240,9.376182,42.02464
"444",81,"Vigne","C","2",20230,9.521281,42.28255
"445",73,"Vigne","C","2",20230,9.481681,42.22304
"446",74,"Maraichage","C","1",20230,9.50565,42.38285
"447",520,"GrandesCultures","ZNE","3",8300,4.346283,49.46045
"448",235,"GrandesCultures","ZNE","1",8430,4.725409,49.64303
"449",49,"GrandesCultures","ZNE","3",8300,4.286711,49.5267
"450",230,"GrandesCultures","ZNE","3",10700,4.08179,48.50999
"451",202,"GrandesCultures","ZNE","3",10190,3.787117,48.26581
"452",113,"GrandesCultures","ZNE","3",10100,3.641323,48.43596
"453",21,"GrandesCultures","ZNE","3",10200,4.732106,48.21987
"454",508,"GrandesCultures","ZNE","3",51330,4.753035,48.95604
"455",283,"GrandesCultures","ZNE","3",51170,3.736098,49.31848
"456",286,"GrandesCultures","ZNE","3",51300,4.676012,48.73022
"457",255,"GrandesCultures","ZNE","3",51240,4.64809,48.88795
"458",280,"Maraichage","ZNE","3",51500,3.903928,49.05475
"459",110,"Vigne","ZNE","2",51160,3.940877,49.0794
"460",24,"Vigne","ZNE","2",51160,3.950498,49.07811
"461",109,"Vigne","ZNE","2",51160,3.949965,49.07324
"462",108,"Vigne","ZNE","2",51150,3.986232,49.06672
"463",114,"Vigne","ZNE","2",51150,4.006472,49.05733
"464",510,"GrandesCultures","ZNE","3",52000,5.188748,48.10304
"465",310,"GrandesCultures","ZNE","3",52110,4.89481,48.38849
"466",2,"GrandesCultures","ZNE","3",52130,4.981004,48.5078
"467",14,"GrandesCultures","ZNE","3",52130,5.003731,48.51428
"468",285,"GrandesCultures","ZNE","3",52700,5.219004,48.18972
"469",271,"GrandesCultures","ZNE","3",52110,4.917257,48.3639
"470",37,"GrandesCultures","ZNE","3",8300,4.379026,49.53404
"471",225,"Vigne","ZNE","2",51480,3.929062,49.07422
"472",355,"GrandesCultures","ZNE","3",54890,5.948329,49.05315
"473",443,"GrandesCultures","ZNE","3",54610,6.175548,48.92888
"474",501,"GrandesCultures","ZNE","3",54280,6.285369,48.73709
"475",348,"Maraichage","ZNE","2",54950,6.589826,48.5312
"476",435,"Maraichage","ZNE","3",54200,5.855217,48.7994
"477",209,"GrandesCultures","ZNE","3",55000,5.601878,49.11556
"478",211,"GrandesCultures","ZNE","3",55160,5.602081,49.11507
"479",434,"GrandesCultures","ZNE","3",55190,5.530592,48.71055
"480",499,"GrandesCultures","ZNE","3",55500,5.24434,48.68507
"481",343,"GrandesCultures","ZNE","3",55160,5.644493,49.06855
"482",491,"GrandesCultures","ZNE","2",57300,6.188625,49.2411
"483",378,"Maraichage","ZNE","2",57140,6.201922,49.15777
"484",496,"GrandesCultures","ZNE","3",57420,6.252985,49.03536
"485",495,"GrandesCultures","ZNE","3",57130,5.971772,49.09557
"486",476,"GrandesCultures","ZNE","3",88630,5.674657,48.38638
"487",475,"GrandesCultures","ZNE","1",88000,6.544079,48.23367
"488",444,"GrandesCultures","ZNE","3",88270,6.23308,48.18931
"489",292,"GrandesCultures","ZNE","2",67160,8.055657,48.99537
"490",184,"Vigne","ZNE","2",67160,7.879996,48.99856
"491",143,"GrandesCultures","ZNE","2",67410,7.942779,48.75729
"492",519,"GrandesCultures","ZNE","3",67330,7.464792,48.83453
"493",124,"GrandesCultures","ZNE","3",67270,7.570151,48.78053
"494",517,"GrandesCultures","ZNE","3",67370,7.649934,48.6822
"495",29,"GrandesCultures","ZNE","2",68740,7.523203,47.84395
"496",465,"Maraichage","ZNE","3",67880,7.58068,48.50096
"497",506,"Vigne","ZNE","3",67560,7.47695,48.50659
"498",509,"Vigne","ZNE","2",67650,7.419364,48.32852
"499",457,"GrandesCultures","ZNE","3",67160,7.955121,49.00674
"500",294,"Vigne","ZNE","2",67730,7.397914,48.26288
"501",515,"GrandesCultures","ZNE","3",67310,7.449751,48.657
"502",514,"Vigne","ZNE","2",68590,7.347198,48.2274
"503",458,"GrandesCultures","ZNE","1",67390,7.453913,48.17437
"504",293,"GrandesCultures","ZNE","3",68320,7.463397,48.1985
"505",462,"Maraichage","ZNE","2",68600,7.561528,48.01244
"506",146,"Maraichage","ZNE","3",68740,7.550307,47.92319
"507",461,"Vigne","ZNE","2",68250,7.284658,47.96601
"508",518,"GrandesCultures","ZNE","3",68250,7.306908,47.98385
"509",460,"GrandesCultures","ZNE","3",68210,7.1778,47.6875
"510",417,"GrandesCultures","BPN","3",59127,3.293684,50.09837
"511",409,"Maraichage","BPN","1",59237,3.003092,50.68399
"512",406,"GrandesCultures","BPN","3",59244,3.855582,50.10483
"513",390,"GrandesCultures","BPN","3",59249,2.839267,50.61903
"514",391,"GrandesCultures","BPN","3",59252,3.240074,50.28206
"515",410,"GrandesCultures","BPN","3",59270,2.756907,50.74096
"516",407,"GrandesCultures","BPN","3",59550,3.691633,50.10172
"517",399,"GrandesCultures","BPN","3",59550,3.770532,50.08562
"518",408,"Maraichage","BPN","3",59890,2.988876,50.70045
"519",389,"GrandesCultures","BPN","3",62185,1.819847,50.90108
"520",386,"GrandesCultures","BPN","3",62211,2.962728,50.48743
"521",416,"GrandesCultures","BPN","1",62370,2.0066,50.90658
"522",400,"GrandesCultures","BPN","1",62370,2.046094,50.87514
"523",48,"GrandesCultures","BPS","3",77890,2.533354,48.15652
"524",23,"Maraichage","BPS","3",77760,2.619479,48.24718
"525",190,"GrandesCultures","BPS","3",77760,2.563881,48.2834
"526",9,"Maraichage","BPS","2",77930,2.595431,48.47009
"527",103,"GrandesCultures","BPN","2",77115,2.760964,48.52292
"528",218,"GrandesCultures","BPN","3",77166,2.63455,48.67222
"529",31,"GrandesCultures","ZNE","3",77970,3.137106,48.6902
"530",30,"GrandesCultures","BPN","3",77131,3.009785,48.72462
"531",40,"GrandesCultures","ZNE","3",77120,3.067715,48.73734
"532",5,"Maraichage","BPN","2",77470,2.920729,48.97204
"533",219,"GrandesCultures","ZNE","3",77840,3.107236,49.08097
"534",513,"GrandesCultures","ZNE","3",77120,3.147604,48.80322
"535",468,"GrandesCultures","BPN","3",78200,1.621121,48.96841
"536",459,"GrandesCultures","BPN","3",78440,1.758764,49.01711
"537",144,"GrandesCultures","BPN","3",78650,1.833992,48.84735
"538",147,"GrandesCultures","BPS","3",91740,2.015669,48.36779
"539",516,"GrandesCultures","BPS","3",91410,2.024276,48.50131
"540",512,"GrandesCultures","BPS","3",91640,2.144955,48.65182
"541",505,"GrandesCultures","BPN","3",95420,1.810073,49.12936
"542",504,"GrandesCultures","BPN","3",95420,1.804779,49.12905
"543",511,"GrandesCultures","BPN","3",95690,2.133975,49.15066
"544",366,"GrandesCultures","BPN","3",14170,-0.1044313,48.99542
"545",115,"GrandesCultures","BPN","3",14170,-0.1512974,48.98823
"546",117,"GrandesCultures","BPN","3",14170,-0.1562967,48.98746
"547",228,"GrandesCultures","BPN","3",14170,-0.1268558,48.98624
"548",116,"GrandesCultures","BPN","3",14170,-0.1244712,48.98383
"549",95,"GrandesCultures","BPN","3",14190,-0.170339,49.01703
"550",94,"GrandesCultures","BPN","3",14190,-0.1742976,49.0188
"551",405,"GrandesCultures","BPN","3",27510,1.523555,49.14083
"552",395,"GrandesCultures","BPN","3",27150,1.710647,49.38956
"553",404,"GrandesCultures","BPN","3",27730,1.460558,48.94253
"554",207,"Maraichage","MA","1",50330,-1.355147,49.66536
"555",206,"GrandesCultures","MA","1",50760,-1.311174,49.67767
"556",418,"GrandesCultures","BPN","3",76690,1.184389,49.59336
"557",340,"Maraichage","BPN","2",76320,1.044559,49.29346
"558",345,"Maraichage","BPN","2",76840,0.9662185,49.44276
"559",314,"Vigne","ZSO","1",24240,0.5101887,44.79208
"560",313,"Vigne","ZSO","2",24230,0.08614955,44.88859
"561",301,"Maraichage","ZSO","2",24110,0.5237331,45.12874
"562",325,"Vigne","ZSO","2",33550,-0.37682,44.72476
"563",500,"Vigne","ZSO","2",33570,-0.1026871,44.95571
"564",346,"Vigne","ZSO","2",33570,-0.1701303,44.95761
"565",332,"Vigne","ZSO","2",33290,-0.6376292,44.92072
"566",368,"Vigne","ZSO","2",33210,-0.3535393,44.53762
"567",493,"Vigne","ZSO","3",24610,0.168328,44.89174
"568",436,"GrandesCultures","ZSO","3",24130,0.2794143,44.87721
"569",120,"GrandesCultures","ZSO","2",40120,-0.3464119,44.17143
"570",344,"GrandesCultures","ZSO","2",33430,-0.2241352,44.42016
"571",497,"Maraichage","ZSO","2",47200,0.1349705,44.52952
"572",306,"GrandesCultures","ZSO","3",47350,0.3718385,44.5392
"573",305,"GrandesCultures","ZSO","3",47350,0.3716556,44.54326
"574",339,"GrandesCultures","ZSO","2",33127,-0.8522671,44.77484
"575",22,"GrandesCultures","ZSO","3",47600,0.363556,44.17469
"576",177,"Vigne","ZSO","2",33480,-0.77164,45.07368
"577",214,"Vigne","ZSO","2",33760,-0.1096681,44.73013
"578",223,"GrandesCultures","ZSO","1",64121,-0.3657458,43.36389
"579",215,"GrandesCultures","ZSO","1",64520,-1.082525,43.45782
"580",213,"GrandesCultures","ZSO","1",64410,-0.3889685,43.55599
"581",308,"GrandesCultures","ZSO","1",64300,-0.7248629,43.45169
"582",309,"GrandesCultures","ZSO","1",40110,-0.9532833,44.09112
"583",311,"GrandesCultures","ZSO","1",40350,-0.9645521,43.6606
"584",299,"GrandesCultures","ZSO","1",40270,-0.4690482,43.77547
"585",349,"Vigne","ZSO","2",33500,-0.185786,44.9499
"586",354,"Vigne","ZSO","2",33550,-0.3359412,44.7427
"587",371,"GrandesCultures","ZSO","3",33390,-0.6704614,45.18498
"588",369,"GrandesCultures","ZSO","2",33580,0.1001459,44.61346
"589",370,"GrandesCultures","ZSO","2",33820,-0.6851434,45.28676
"590",319,"GrandesCultures","MC","2",23220,1.812228,46.34729
"591",242,"GrandesCultures","MC","2",87230,1.039298,45.72467
"592",320,"GrandesCultures","MC","2",87570,1.331856,45.88965
"593",243,"GrandesCultures","MC","2",23800,1.597124,46.28662
"594",244,"GrandesCultures","MC","2",23800,1.669485,46.31563
"595",158,"GrandesCultures","MC","1",23320,1.695787,46.23258
"596",317,"GrandesCultures","MC","1",23240,1.63212,46.17849
"597",160,"GrandesCultures","MC","2",87300,1.095267,46.0772
"598",316,"GrandesCultures","MC","1",87800,1.243253,45.65542
"599",318,"GrandesCultures","MC","2",87260,1.336274,45.69157
"600",1,"GrandesCultures","ZSO","3",86600,0.08941558,46.40479
"601",12,"GrandesCultures","BPS","3",86210,0.6650495,46.67676
"602",35,"GrandesCultures","MA","3",79200,-0.1446042,46.74634
"603",36,"GrandesCultures","BPS","3",79390,-0.1043463,46.72508
"604",68,"GrandesCultures","ZSO","3",86480,0.07337268,46.40764
"605",86,"GrandesCultures","ZSO","3",79500,-0.1005482,46.25362
"606",507,"GrandesCultures","ZSO","1",79500,-0.1499051,46.23463
"607",70,"GrandesCultures","ZSO","3",79230,-0.3747687,46.29145
"608",104,"GrandesCultures","ZSO","3",17380,-0.621928,45.96843
"609",119,"GrandesCultures","ZSO","3",17220,-1.01114,46.17404
"610",101,"GrandesCultures","ZSO","3",16560,0.199775,45.78961
"611",10,"GrandesCultures","BPS","3",86210,0.6536566,46.68644
"612",46,"GrandesCultures","ZSO","3",79120,0.121983,46.28501
"613",122,"GrandesCultures","ZSO","3",17690,-1.085333,46.10334
"614",118,"GrandesCultures","ZSO","3",16230,0.2475976,45.84298
"615",92,"GrandesCultures","ZSO","3",16240,-0.008327418,46.00625
"616",102,"GrandesCultures","ZSO","2",86600,0.1408793,46.44162
"617",226,"GrandesCultures","ZSO","3",79500,-0.04605686,46.20614
"618",59,"GrandesCultures","ZSO","3",79800,-0.06757499,46.41009
"619",121,"GrandesCultures","ZSO","3",86600,0.0844776,46.37404
"620",6,"GrandesCultures","ZSO","3",79800,-0.112173,46.37279
"621",69,"GrandesCultures","ZSO","3",79360,-0.4525929,46.2139
"622",204,"GrandesCultures","ZSO","3",79360,-0.4594291,46.22589
"623",85,"GrandesCultures","ZSO","3",79000,-0.5284228,46.33496
"624",105,"Maraichage","BPS","2",86380,0.3771783,46.73004
"625",54,"Maraichage","BPS","2",86380,0.3698414,46.72074
"626",17,"Maraichage","BPS","2",86380,0.3724276,46.77477
"627",53,"Vigne","BPS","3",86170,0.2443283,46.66122
"628",522,"Vigne","BPS","3",86380,0.2993123,46.68546
"629",90,"Vigne","BPS","2",86380,0.40792,46.75356
"630",34,"Vigne","ZSO","2",17120,-0.8195064,45.67018
"631",43,"Vigne","ZSO","2",17610,-0.4223218,45.71511
"632",88,"Vigne","ZSO","3",16370,-0.2765912,45.79889
"633",3,"GrandesCultures","ZM","2",34370,3.166956,43.36618
"634",4,"GrandesCultures","ZM","2",34500,3.31293,43.36106
"635",338,"GrandesCultures","ZSO","3",11420,1.732614,43.21919
"636",300,"Maraichage","ZM","3",30340,4.209073,44.16961
"637",351,"Maraichage","ZM","2",66440,2.984428,42.75377
"638",196,"Vigne","ZSO","2",11240,2.098609,43.11247
"639",197,"Vigne","ZSO","2",11240,2.098498,43.11022
"640",449,"Vigne","ZM","2",11130,2.966524,43.01377
"641",364,"Vigne","ZM","2",30330,4.574528,44.11115
"642",431,"Vigne","ZM","2",30390,4.669614,43.94738
"643",58,"Vigne","ZM","3",30340,4.224813,44.1627
"644",66,"Vigne","ZM","2",34150,3.543916,43.66228
"645",65,"Vigne","ZM","2",34150,3.548297,43.63691
"646",272,"Vigne","ZM","2",34210,2.72106,43.30487
"647",203,"Vigne","ZM","2",34490,3.131295,43.46773
"648",67,"Vigne","ZM","2",34270,3.890059,43.82052
"649",64,"Vigne","ZM","2",34400,4.075572,43.73423
"650",352,"Vigne","ZM","2",66140,2.987671,42.68796
"651",385,"Vigne","ZM","2",66530,2.918705,42.78292
"652",477,"GrandesCultures","ZSO","3",81310,1.76428,43.88314
"653",473,"GrandesCultures","ZSO","2",81800,1.64905,43.77959
"654",481,"GrandesCultures","ZSO","3",81310,1.813405,43.79407
"655",472,"Vigne","ZSO","2",81600,1.867452,43.91106
"656",479,"Vigne","ZSO","3",81150,2.02203,43.98542
"657",182,"Vigne","ZSO","2",81150,1.969934,43.88362
"658",470,"GrandesCultures","ZSO","3",31410,1.269956,43.42072
"659",480,"GrandesCultures","ZSO","3",31600,1.243209,43.43479
"660",161,"GrandesCultures","ZSO","2",31600,1.320936,43.44206
"661",241,"GrandesCultures","ZSO","2",9270,1.695345,43.22925
"662",154,"GrandesCultures","ZSO","2",9100,1.693005,43.14637
"663",165,"GrandesCultures","ZSO","2",9500,1.750497,43.07754
"664",166,"GrandesCultures","ZSO","3",9130,1.392676,43.19161
"665",474,"GrandesCultures","ZSO","3",31220,1.064621,43.24474
"666",151,"GrandesCultures","ZSO","2",31410,1.259586,43.36078
"667",152,"GrandesCultures","ZSO","3",32380,0.8599843,43.86953
"668",162,"GrandesCultures","ZSO","3",82500,0.9208203,43.87012
"669",134,"GrandesCultures","ZSO","3",82340,0.9675731,44.04725
"670",250,"Maraichage","ZSO","2",31450,1.573001,43.51559
"671",170,"Maraichage","ZSO","2",31240,1.467509,43.66482
"672",324,"Maraichage","ZSO","2",31700,1.39463,43.65773
"673",323,"GrandesCultures","ZSO","2",65140,0.1348811,43.39037
"674",150,"GrandesCultures","ZSO","1",65420,-0.04258473,43.22445
"675",172,"GrandesCultures","ZSO","1",65220,0.3097353,43.3012
"676",247,"GrandesCultures","ZSO","3",65420,0.009872234,43.24872
"677",249,"GrandesCultures","ZSO","1",32240,-0.103949,43.88259
"678",153,"GrandesCultures","ZSO","1",32240,-0.09549468,43.8786
"679",239,"GrandesCultures","ZSO","1",32240,-0.176386,43.81378
"680",442,"GrandesCultures","ZSO","2",32460,-0.1589217,43.75488
"681",322,"Vigne","ZSO","3",32250,0.1763639,43.99354
"682",89,"Vigne","ZSO","2",32800,0.0791909,43.86373
"683",485,"Vigne","ZSO","3",32100,0.3384264,43.96547
"684",157,"GrandesCultures","MA","1",53700,-0.2049896,48.3219
"685",164,"GrandesCultures","MA","1",53970,-0.7823119,47.9622
"686",156,"GrandesCultures","BPS","3",72240,-0.05070778,48.14138
"687",159,"GrandesCultures","MA","3",72140,-0.1828497,48.14641
"688",155,"GrandesCultures","MA","3",72140,-0.06573669,48.15675
"689",392,"GrandesCultures","MA","1",53200,-0.798268,47.85408
"690",163,"GrandesCultures","MA","3",53400,-0.9499661,47.88492
"691",141,"GrandesCultures","MA","3",53230,-0.9284284,47.94703
"692",140,"GrandesCultures","MA","3",53230,-0.990126,47.92523
"693",45,"GrandesCultures","BPS","2",72800,0.3018366,47.63013
"694",44,"GrandesCultures","BPS","3",72800,0.3013734,47.60817
"695",238,"GrandesCultures","BPS","3",72800,0.06219842,47.60793
"696",142,"GrandesCultures","BPS","3",49490,0.01957694,47.58691
"697",139,"GrandesCultures","MA","1",49440,-0.941748,47.61437
"698",111,"Vigne","BPS","2",49610,-0.4758086,47.397
"699",521,"Vigne","BPS","2",49560,-0.4189478,47.10567
"700",98,"Vigne","BPS","2",49260,-0.1558572,47.14965
"701",18,"Maraichage","BPS","2",49630,-0.332487,47.47149
"702",432,"Maraichage","BPS","2",49320,-0.2449879,47.33146
"703",236,"Maraichage","BPS","2",49400,-0.01768361,47.25736
"704",222,"Vigne","MA","2",44430,-1.319469,47.20349
"705",135,"GrandesCultures","ZSO","2",85210,-1.133775,46.53153
"706",173,"GrandesCultures","ZSO","3",85210,-1.082534,46.5354
"707",246,"GrandesCultures","ZSO","1",85210,-1.081283,46.55949
"708",169,"GrandesCultures","ZSO","3",85210,-1.129843,46.53288
"709",248,"GrandesCultures","ZSO","3",85210,-1.07342,46.52136
"710",245,"GrandesCultures","ZSO","3",85210,-1.081269,46.56225
"711",451,"Maraichage","ZM","2",84000,4.884516,43.90747
"712",453,"Maraichage","ZM","2",13870,4.81685,43.88713
"713",452,"Maraichage","ZM","2",13870,4.785646,43.88783
"714",304,"Vigne","ZM","2",83920,6.603961,43.50796
"715",380,"Vigne","ZM","2",83920,6.572642,43.5051
"716",303,"Vigne","ZM","2",83380,6.634943,43.49223
"717",353,"Vigne","ZM","2",83470,5.778755,43.4844
"718",494,"Vigne","ZM","2",83470,5.771464,43.4735
"719",367,"Vigne","ZM","2",84230,4.849412,44.04495
"720",359,"Vigne","ZM","2",84230,4.851621,44.04526
"721",360,"Vigne","ZM","2",84230,4.821105,44.07888
"722",363,"Vigne","ZM","2",84850,4.930966,44.17371
"723",361,"Vigne","ZM","2",84850,4.925201,44.17082
"724",456,"Vigne","ZM","2",84220,5.271115,43.87032
"725",454,"Vigne","ZM","2",84220,5.220994,43.87981
"726",440,"GrandesCultures","ZM","3",4800,5.851176,43.74006
"727",439,"GrandesCultures","ZM","3",83560,5.797891,43.7454
"728",446,"GrandesCultures","ZM","2",84250,4.989913,43.899
"729",295,"GrandesCultures","MC","1",15130,2.511591,44.83213
"730",296,"GrandesCultures","MC","1",15120,2.532985,44.78932
"731",265,"GrandesCultures","MC","1",15220,2.318919,44.82639
"732",486,"GrandesCultures","MC","1",15600,2.290008,44.71517
"733",387,"GrandesCultures","MC","1",43320,3.722906,45.02911
"734",393,"GrandesCultures","MC","1",43370,3.813398,44.97933
"735",394,"GrandesCultures","MC","1",43300,3.630432,45.0998
"736",240,"GrandesCultures","MC","3",63360,3.17707,45.83225
"737",171,"GrandesCultures","MC","3",63160,3.366918,45.75679
"738",254,"GrandesCultures","MC","3",63500,3.221791,45.49821
"739",168,"GrandesCultures","MC","3",63500,3.220995,45.49898
"740",381,"Vigne","ZNE","2",21190,4.760468,46.93612
"741",383,"Vigne","ZNE","2",21420,4.849291,47.05754
"742",382,"Vigne","ZNE","2",21200,4.827664,47.04405
"743",333,"GrandesCultures","BRSJ","3",21170,5.242045,47.04925
"744",334,"GrandesCultures","BRSJ","3",71310,5.109354,46.8079
"745",183,"GrandesCultures","BRSJ","3",21700,5.069935,47.05489
"746",210,"GrandesCultures","BRSJ","3",21110,5.212122,47.22335
"747",57,"GrandesCultures","BRSJ","3",21110,5.147443,47.27159
"748",56,"GrandesCultures","BRSJ","3",21600,5.073393,47.23801
"749",379,"GrandesCultures","ZNE","3",21220,4.990302,47.23914
"750",350,"GrandesCultures","BRSJ","3",21220,5.05247,47.20081
"751",327,"GrandesCultures","ZNE","3",21500,4.266084,47.71363
"752",330,"GrandesCultures","ZNE","3",21330,4.433805,47.82198
"753",130,"GrandesCultures","MA","1",56140,-2.403504,47.8586
"754",264,"GrandesCultures","MA","1",35830,-1.641969,48.157
"755",195,"GrandesCultures","MA","3",22100,-2.089733,48.38973
"756",191,"GrandesCultures","MA","1",29370,-3.929986,48.03632
"757",185,"GrandesCultures","MA","1",56130,-2.21353,47.53721
"758",216,"GrandesCultures","MA","1",29246,-3.671654,48.35536
"759",199,"GrandesCultures","MA","1",22350,-2.100453,48.36017
"760",357,"GrandesCultures","MA","1",56140,-2.345246,47.85768
"761",377,"GrandesCultures","MA","1",35137,-1.990076,48.18031
"762",189,"GrandesCultures","MA","3",35236,-1.567939,48.12229
"763",201,"GrandesCultures","MA","1",35220,-1.328509,48.13173
"764",75,"GrandesCultures","MA","3",22630,-2.04019,48.36862
"765",307,"GrandesCultures","MA","1",22980,-2.206089,48.41036
"766",212,"GrandesCultures","MA","3",35580,-1.812172,48.03289
"767",107,"GrandesCultures","MA","1",29520,-3.846006,48.20364
"768",441,"GrandesCultures","MA","1",29400,-4.045777,48.52857
"769",289,"GrandesCultures","MA","3",35120,-1.689447,48.59111
"770",42,"Maraichage","MA","1",56680,-3.23893,47.68201
"771",72,"Maraichage","MA","1",29250,-3.954759,48.67287
"772",71,"Maraichage","MA","1",29420,-3.972823,48.6193
"773",176,"GrandesCultures","BPS","3",36300,1.121439,46.66646
"774",47,"GrandesCultures","BPS","3",36100,1.950075,46.9627
"775",93,"GrandesCultures","BPS","3",36120,1.872105,46.81882
"776",20,"GrandesCultures","BPS","3",36200,1.698571,46.63828
"777",63,"GrandesCultures","BPS","3",36360,1.408215,47.10546
"778",145,"GrandesCultures","BPS","3",37230,0.611385,47.42546
"779",16,"GrandesCultures","BPS","3",37370,0.455128,47.55727
"780",15,"GrandesCultures","BPS","3",37240,0.7827822,47.14763
"781",33,"GrandesCultures","BPS","3",37310,0.8376168,47.17184
"782",179,"Vigne","BPS","1",37140,0.2814091,47.29249
"783",178,"Vigne","BPS","2",37140,0.1518021,47.28242
"784",123,"GrandesCultures","BPS","3",41100,1.098065,47.72703
"785",252,"GrandesCultures","BPS","3",41160,1.086064,47.88331
"786",96,"GrandesCultures","BPS","3",41370,1.365739,47.82217
"787",32,"GrandesCultures","BPS","3",41240,1.442803,47.93466
"788",487,"GrandesCultures","BPS","3",18340,2.386712,46.94117
"789",503,"Maraichage","ZNE","3",51530,4.102805,49.22769
"790",397,"Maraichage","BPN","3",62090,2.796318,50.50484
"791",428,"GrandesCultures","BPN","3",62217,2.803509,50.24966
"792",112,"GrandesCultures","BPN","3",14190,-0.216356,49.00217
"793",205,"GrandesCultures","MA","1",50760,-1.285384,49.68717
"794",231,"GrandesCultures","BPN","3",76220,1.4324,49.3116
"795",498,"GrandesCultures","ZSO","3",24600,0.3922423,45.24908
"796",437,"GrandesCultures","ZSO","3",24320,0.3944096,45.39809
"797",302,"Vigne","ZSO","1",40320,-0.3894794,43.66998
"798",99,"GrandesCultures","ZSO","1",40630,-0.7720088,44.11339
"799",297,"Vigne","ZSO","2",33480,-0.7686947,45.07503
"800",138,"GrandesCultures","MA","1",44520,-1.384972,47.56042
"801",136,"GrandesCultures","MA","1",49420,-1.2106,47.7321
"802",192,"Vigne","MA","1",44330,-1.321653,47.16942
"803",483,"Vigne","MA","1",44690,-1.417523,47.16452
"804",234,"GrandesCultures","MA","1",44660,-1.342081,47.79348
"805",233,"GrandesCultures","MA","1",49420,-1.209945,47.73223
"806",388,"GrandesCultures","MC","3",43320,3.722771,45.04346
"807",7,"GrandesCultures","BRSJ","2",1600,4.805922,45.98893
"808",52,"GrandesCultures","BRSJ","3",1390,4.911504,45.89182
"809",61,"GrandesCultures","BRSJ","2",1360,5.242131,45.79495
"810",62,"GrandesCultures","BRSJ","2",1360,5.083235,45.83829
"811",274,"GrandesCultures","BRSJ","2",1120,5.014194,45.81321
"812",258,"GrandesCultures","BRSJ","2",69791,4.968502,45.68764
